person_id,SCFD1,IFT27,AGK,CRKL,UTP18,STK10,AP1M1,AGA,FKBP4,FKBP7,FKBP3,ANKIB1,PMM1,DLG1,RALA,SDF4,HSPA5,PIK3CB,FAM114A2,SPTLC2,ZC3H14,SPTLC1,METTL13,HEBP2,KDM2B,SGSM3,YAF2,DHX8,OSGEP,TCOF1,WDR1,BCAT1,OSBPL8,MON2,SMARCD1,GMIP,OSBPL3,PSMA4,PIK3C3,ISOC2,SBF1,SNAP23,TRIP13,GTSE1,SNAP29,BAK1,ARHGAP15,RHBDD2,U2AF2,ARHGAP10,SLC30A9,YBX1,STARD7,PHPT1,ATP6V1D,FBXW11,ELAVL1,TTC19,ATP2A3,ALDH3A2,ATP6V1H,UBE2D1,MGST2,POLR1A,GTF3C1,BAZ2A,HSCB,MRPL28,AHSA1,GRAP2,TIMM13,MRI1,GTF2I,HMMR,NDUFAB1,HEATR5B,PHRF1,NCAPD2,KCNQ1,C20orf43,GDI2,PGM3,ANAPC5,ANAPC4,MCCC1,NUFIP1,TFAP4,MTFR1,ERMP1,PREP,C22orf28,PDRG1,ITGAL,USE1,C1orf144,TTC38,ECHDC1,EPDR1,GANAB,SOAT1,NUP133,PAG1,MKRN2,POLB,CHDH,MAP4K5,TRAM2,RNASET2,RHOA,PSMD8,CDC34,ARF5,ACAT1,TOM1,ZC3H15,AP3D1,YTHDC2,MVP,RIF1,QPCTL,MCAM,C17orf85,CPOX,SAR1A,STARD3NL,RIOK2,ZNF638,ZFYVE26,MICALL1,AK2,GSTZ1,SRRT,CDC45,SARS,CDC42,RBM6,RBM5,CTTN,IPO11,ITCH,PSMD5,HMOX1,BAX,SRBD1,SH2D3C,NDE1,VRK1,LARS2,CPSF1,CAD,DDX17,HERPUD1,RBM27,MAD1L1,CDK13,DYNC1I2,NUDC,DDX18,LMCD1,ACAA1,ST7,CNOT3,PSMC1,PSMC4,PSMC5,PSMC6,CNOT4,HEATR6,EPS15,RSF1,POLRMT,IL32,RNF126,LCP2,PLEKHO1,ST6GALNAC1,CRAT,RAB21,TCL1A,EXOC1,ARSA,CFH,EXOC5,HEXB,PIK3C2A,ANK1,MAP3K14,CREBBP,VRK2,CMTM6,FUCA2,FUT8,IDI1,RAD18,SIDT1,REXO1,LRRC40,REXO2,TNRC6A,USP28,SLC25A17,SLC25A13,EIF3I,EIF3L,DHRS7,ARHGEF5,EIF3D,FGR,CBFB,MIPEP,SLC12A2,MTMR3,ZMPSTE24,MDH1,INPP5A,WDR7,DAAM1,RFFL,ATP1B3,SCYL3,BAZ1B,TPR,PHGDH,MARK2,THOC3,KHNYN,THOC1,PAFAH1B1,PAFAH1B3,PLD1,SYPL1,RAB27A,ZC3H11A,SCARB1,SLC2A3,NT5C2,MRPL43,TMSB10,CYLD,TMEM48,TRIP6,ACTB,ELMO2,SH3BP1,SDR39U1,USP48,SNX1,CYB5R4,CYB5R3,FUS,SNX5,ALG6,GGCT,DHX33,AP2B1,EXOSC5,CCDC124,RUNX3,KHSRP,DERL2,LYRM2,TRAF3IP3,FDFT1,ITPK1,TCF7,DHPS,DPYSL2,DLD,NUCKS1,MLLT10,IBTK,LXN,BLVRB,EIF4B,MTHFD2,MTHFD1,RRN3,PPP5C,MCM5,NUBP2,LY75,PFN2,SNX29,TBC1D1,SFSWAP,ALKBH5,COX15,GAS7,ALKBH1,CD74,NUDCD3,ADSS,HDAC7,CAPZB,RPLP0,RFC1,EIF2B3,RFC2,GPBP1,RCOR1,SUN2,MRPS33,TRIP11,ITIH1,CBX5,TMED8,COASY,MLF2,PSEN1,POLDIP3,RAB18,C5orf22,RANBP9,FAM21A,RAB10,TTC27,TRIO,LETMD1,PUS7,UBE3C,SEPHS1,GNB1,MRPS18A,CELF2,TXN2,ENO1,SNW1,LAMP3,LRRFIP2,UNG,EP300,TSPO,UHRF1,PUM2,C14orf129,MAPK9,NCK2,KIF1B,ACOX3,SKIV2L2,TFIP11,STX7,TRAM1,KEAP1,FAM107B,SMEK1,MYO9B,SLAMF7,XAB2,NOP14,PHF15,PHF17,ST6GAL1,TCEB3,RABGAP1,MSH2,MGLL,PLOD1,SF3B2,LIMS2,NFYA,TRMT2A,MRPS10,UIMC1,NOP58,NDUFS1,DDHD1,ATG16L1,BID,DDHD2,FYN,PFKP,DVL2,KDM4A,MED15,DNAJC10,MED17,AP1B1,OGFR,PACSIN2,XPO1,MAT2B,SUPT16H,KIAA0020,PSME4,TCF20,FCGR2B,AP2S1,TXLNA,PSME1,NLE1,CYBA,LMAN1,SLK,KRIT1,CTNNA1,SLC9A1,DDX20,SPAST,DDX24,BZW1,NSUN2,ERP44,TESC,ARHGAP31,TYMP,BCKDHB,VTI1B,SP100,THOC5,ACADVL,TM7SF3,ADD1,NDUFB4,LRRC16A,PPIL2,POLR3B,ATP2C1,KIF2A,SPG21,TPD52,ZNF800,ACSM3,PDPR,MAP3K4,MED24,STAP1,NSFL1C,CYP51A1,WDR62,VPS35,CUL1,CUL3,ANKRD44,TRMU,TBXAS1,PNKP,SLC25A3,SLC25A1,WNK1,SH3GLB1,KCNAB2,TOMM34,TRIT1,BRD9,SLC25A24,ACOT7,BRD1,USP36,GPATCH1,DNAJA2,CHMP2B,RBBP9,DNAJA1,NIN,FAM65A,CNN2,LIMA1,PRMT5,ARCN1,SPEN,KPNA6,FKBP1A,SIRT1,HDAC10,LZTR1,MED29,TACC3,APBB1IP,SEH1L,PTPLAD1,C12orf5,IFNGR1,SETD1A,NOP16,XRCC1,XRCC5,SRSF5,PPM1F,IARS2,ABCF2,TRAPPC6A,C16orf80,AFF4,USP40,DNAJB11,TFRC,RRM2B,PNPLA6,B4GALT1,PRKACA,FNDC3B,TXNL1,CLNS1A,PEBP1,ERP29,EPN1,CDK11A,DDT,UBA6,SENP1,RBX1,TP53BP1,EPN2,PHF23,CCDC134,UBE2K,LGMN,GNAS,MRPS24,RPAP3,LRCH4,C11orf67,PPP2R5A,TOP3B,POLA2,H2AFY2,CTDP1,GRN,RPS5,PES1,FBXO7,NSMAF,RFX3,CD79B,VEZT,STRN4,TMEM38B,JMJD6,DEF6,SNX11,TELO2,BCAP29,TOMM22,SNRPD3,FTL,AKAP8L,ICAM1,MARK3,BCL7C,SYNRG,KIF16B,EPB41L3,EPB41L2,THRAP3,SRI,WAC,COMT,WBP11,MAST3,WDR3,LGALS1,CP,RRP12,FSCN1,MAEA,NFYC,NUP50,CCDC132,ISOC1,EIF2AK2,ASNS,SP140,WAPAL,FAM136A,PPIE,WDR18,TRNT1,PALB2,LMF2,HMGXB4,DIP2B,EIF5,MAP2K7,ATP11B,MAP4,MAP2K4,AACS,TMEM159,THUMPD1,FAS,BOD1L,NSF,APEX1,ZCCHC8,RGS1,GLT8D1,ATG5,ENPP4,SLC44A1,SMARCB1,WDFY1,MCM6,AP4E1,PIGS,PPP6R2,RHOBTB1,VIM,DUSP12,SNRNP40,CPNE3,TIPIN,CASP8,UBE2T,HSPB11,RDH11,POLD3,RRP15,UFD1L,PICALM,M6PR,PIBF1,LAT2,LYPLA2,SSH1,CASP10,GLG1,OAT,PI4K2B,KIFAP3,UBR2,TRMT11,SMAP2,RALBP1,BCS1L,STK17B,NECAP1,CIAPIN1,HSP90AB1,GOLGA3,ZFAND6,GOLGA5,CAPN1,LIG3,PPPDE2,TDRD3,ALOX5,IFI35,RANGAP1,ATP2B1,PMS1,ATG2B,UNC13D,CSNK2A2,NUCB2,FAM76B,EIF4G3,GSK3B,ZZEF1,DDX1,XRN2,KDM5A,TRAF1,PABPC1,AKAP11,PABPC4,RPL3,H6PD,RNH1,DNM2,SMG6,EED,ARID4B,CSDA,ADRBK2,PHLDB1,CDV3,SCD,HAUS4,ZBTB32,TOP2B,PDIA5,EXD2,SIRT2,RAB7A,GNPNAT1,RCN1,VCL,CROCC,POLR2E,DCUN1D1,POLR2F,RECQL,POLR2B,SART3,ITPR3,AKR7A2,CAPG,VPS41,PEX3,TECR,TAF2,CDC23,TAF9,NRD1,TOX4,RBM22,ELOVL1,AIFM2,ASCC2,KDM1A,AGPS,EHD3,WBSCR22,NCF4,SERPINB1,LAP3,FAM120A,PRKCQ,ME2,ABL1,CWF19L1,GNAI3,ATP5D,TNPO3,TNPO1,OGFOD1,TMED2,TMED1,PSMA3,MRPS35,MRPS34,BAIAP2L1,GCN1L1,PAPOLA,TRMT6,MAPK1,PPP1R12A,PDCD7,ALDH18A1,HNRNPC,PDCD2,CECR1,SEL1L,CECR5,RABEP1,GGA1,CLPTM1L,BRAP,MNAT1,SEC63,TFB1M,TP63,STAU2,DICER1,HIRA,SYNGR1,PKD1,DAPP1,PIAS2,PIAS1,OXCT1,TIMM9,HSP90AA1,PSMB5,MRTO4,PSMB1,ST13,KARS,TBC1D22A,CLEC16A,CD59,ROCK1,SAMM50,IKBKAP,DERA,TOLLIP,GCLM,BCL2L13,AQR,HAGH,ZC3HC1,HADHA,GCLC,MLH1,EXOSC7,RETSAT,NCKAP1,TTLL12,TF,DGKA,MTA3,RRAGD,PABPN1,ESF1,CLASP1,NUP160,ACAP1,ORC1,USP13,GGT1,MCOLN3,GDE1,ZCCHC6,SNRPA,MTAP,DAZAP1,DIS3,RPL26L1,AARS,EZR,NEDD4L,TARBP1,PTPRC,DGCR14,GNA11,SDHA,DNM1L,TBC1D10A
NA06985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA06994,0.010464748,-1.1796448576,0.2448097595,0.1410545968,0.1285189047,-0.15878624,0.429523233,-0.9067071983,-0.0212572518,-0.2477453569,-0.0296484,-0.2123559212,-0.035729539,-0.3587127853,0.055475568,-0.178619672,0.0,-0.0372083287,0.071349268,-0.0408743256,0.04384261212,-0.0175349983,-0.27665429065,-0.11742187986,0.0834962461,0.0201331109,0.0559899168,0.1179741309,0.588550078,0.0006869607,-0.1677175666,1.07341137198,0.0453012437,0.02151535498,-0.166996539,-0.4255305024,0.0606285175,0.060953626,0.088007451,0.1339398,-0.0567062003,0.0439118803,0.0,0.03360962,-0.1736333887,-2.0744378109,0.11498700932,-0.1284438293,0.014701222,0.1426111269,-0.062188838884,-0.007437807,-0.052913043,-0.3563348971,0.0,0.0,-0.06454524,0.71354076846,0.16902816186,0.3690217939,0.0666970707,-1.3948511651,0.5449028137,0.09042475,0.033478062,0.043797417,0.0149544191,0.0484563243,-0.0614083245,0.2493785915,-0.017693823,-0.1429114743,0.079095831,0.024198169,-0.015742658,0.1411036848,-0.006893116,-0.480590523,0.0004002223,-0.0696533423,-0.040269474,0.01298711558,0.118911181,-0.3950296803,0.155652461458,-0.009638066,-0.0386175164,-0.115599522,-0.61540335616,-0.0633333688,-0.0419259852,0.0368525273,-0.08378926372,0.0266651288,-0.054714209,0.2461193171,-0.55884557604,-0.2943616666,-0.003979972,-0.10964025,-0.217208965,-0.20428786361,-0.0501965691,0.05131177591,0.00469844869,0.047069007,0.1918111633,0.43759196662,0.0,-0.1067149036,-0.0232049984,-0.03999578,-0.5044131362,-1.2692672162,0.03403063,-0.53695846232,0.2834488308,-0.02969103,-0.155967621055,-0.1678062054,-0.0182104388,0.0651370801,0.006050572,-0.0279432473,0.01434962,-0.2009937111,0.26714371003,-0.0848821092,-0.0239668867,-0.0111499323,-0.163050327,-0.0672697316,0.0127405249,0.131177814,-0.09913423876,-0.356248164405,0.09205922304,0.151523955,-0.191076795,-0.0358176978,-0.2317917058,0.0059073028,-0.1619377707,0.2112923162,0.015039153,0.0992403875,-0.026872201,-0.2126183149,-0.0117534693,-0.230489563,-0.027593951,-0.387782035,0.0082689958,-0.035560268234,0.0292305237,-0.0443103648,-0.035643428,-0.4062495256,0.00765077946,0.0861603667,-0.04614050726,0.128599718,-0.072413002,0.0251870909,-0.090467778,0.5115895037,0.01639037,0.028956805,-0.0874364252,0.1008482773,0.031897409,0.30203310657,0.384228427,-0.0050942781,0.015703913,0.102916101356,-0.325884737325,0.071391588,-0.0070789585,-0.0095363474,0.6192506255,-0.0967385891,0.11438700701,0.03410028059,-0.04871228832,0.412127956,-0.0438293847,-0.07080312,-0.406068744,0.034928833,-0.173595751,0.2549884138,-0.0428895065,-0.05902274893,0.2426455096,-0.030174384,0.019571175,-0.0054739626,-0.1185622219,0.061790661,0.1549845618,-0.611605578,0.12459888002,-0.022156047,0.2838641162,-0.0189973378,0.140236178749,-0.03346292,-0.0313018468,0.06607070114,0.10365568326,-0.11451942,-0.027360264,-0.183803736,0.109445034,0.0,0.28603374069,0.1760571977,-0.069142241,-0.24385503208,0.003036483,0.0,0.465776395376,0.11219520652,0.1862484846,-1.26298810106,0.0,-0.0304026152,0.4267226301,0.06461709932,0.047032771,-0.0468128437,-0.031028063,-0.112429461634,-0.16801007002,0.6824952811,0.581951766,0.033824496,0.18823099847,0.0156527609,-0.0351332852,-0.006972884,-0.1900503234,-0.0429263369,1.3235240273,0.245658004,-0.815162804,0.034781676,-0.0760192565,-0.014638854,-0.0779104122,-0.052811152,-0.191277952,0.068633971,-0.056540037,0.009544421,0.12013817746,0.002287697,0.0150216607,0.008667099,-0.219740223,0.03821953912,0.43768083817,0.0628551097,0.0008101426,-0.1425292331,0.028112525,-0.0364311489,0.2133400248,-0.09774158,-0.02733529,0.121997897,-0.057210117,-0.5708422599,-0.0318084254,-0.3581136672,-0.1956304297,-1.00580083,-0.0433924037,0.0,0.5972202479,0.5004863388,-0.2532443292,0.28039869795,-0.1267678545,-0.2198776658,0.2789915652,0.05078420584,0.2136177838,-0.089126377,-1.7018e-05,-0.12679443676,0.0212914754,0.0,-0.0485976924,-0.05468086004,0.19087262,0.045637272,-0.074868319,0.17057999486,-0.01230219,0.05302911406,0.01690881,0.056274893,0.0,-0.106344325,0.0,-0.0492283748,-0.1188206132,-0.028088518,0.039679821,-0.0272994817,-0.228359016,0.009310022,-0.036288,0.11690004889,-0.20185809578,0.1195607768,0.3605647743,0.143876073,-0.0171591621,-0.01627431,-0.135269206,0.0907496257,-0.306997648,-0.054901502,-0.2047532913,-0.016111288,-0.24158869572,-0.419303659,0.019288315,0.32153794222,-0.0221617655,-0.176174714,0.785749516,-0.062365024,-0.4692125047,0.3050755394,-0.16233546496,-0.2074085352,0.013518303,0.3912108143,0.2460619189,0.05506355,0.3392423954,-0.046836225,-0.0628540168,-0.018729698,-0.2015800345,-0.2001324947,0.019918336,0.2262251451,-0.29748282018,1.0931566005,-0.00222824928,0.009261326,0.461450492,-1.0789274441,-0.7797255395,-0.349603934342,0.0120887322,0.0269788285,0.8328635087,0.0151617163,0.06010775305,0.0008634903,0.20164101728,0.215059309,-0.1806416153,0.0,0.062408814,0.40301573738,0.0,0.0156991202,-0.0882064685,0.027859223,0.1162876725,-0.175914345,-0.04662181526,0.48665037432,-0.004970988,-0.090760468,0.017885,-0.160369359,0.0202148543,-0.0902289123,1.01737580862,-0.0301105959,0.0,-0.073098831,0.1983476786,-0.243034741,-0.0202470429,-0.17427156326,-0.025818407,0.3669607592,0.052156892,0.0027322438,-0.02682578,-0.1224618351,0.003441304,-0.411912844,-0.1232419049,0.042747119582,-0.17522214476,0.89100351716,-0.32306564996,0.0506012,-0.0305889075,-0.077910488,0.059325304,0.32846591,0.23860319356,0.27351875958,-0.8285528001,-0.0294774484,-0.0623522043,0.0551483629,0.148177424,0.1744487956,-0.109280067085,0.005831226382,-0.06733655186,0.026650433,0.04690512,0.4930940637,-0.1860631657,0.0104717311,-0.265856887,0.001456868,0.0,-0.04097023066,0.0,-0.21216422333,0.0,-0.011298883,0.0258614471,0.017138725,-0.77933941254,-0.0674560458,-0.007550744,-0.70515576167,-0.29214857915,0.1835201647,0.043341775,0.2095588138,0.1308563824,-0.1889349631,-0.3503311414,0.3358613282,-0.096979072,0.469510134,-0.1771277708,-0.091354,-0.006282221,-0.1352739607,-0.6391195982,-0.0320531486,1.0590102367,-0.01518329363,-0.004505878,0.0,0.07333091925,-0.4333231324,-0.200185678,0.5474111653,-0.002937933,-0.452644184,0.2632193058,-0.0145243356,-0.0349544,-0.066728873,-0.153061978,-0.268346382,-0.017544685,0.1832933944,-0.0235326311,-0.072734172,-0.570776236,-0.01987708,-0.3273854774,0.0811396244,0.0,-0.038550212109,-0.72186685857,0.070492927,-0.1941629829,0.1258506316,0.099448354,0.121788679,-0.0096870815,0.01813698,0.164803475,0.0185146076,-0.115979929,-0.2602082919,-0.0214889795,0.0231755011,0.448767623,-0.0573764542,0.0141172512,0.029700721,-0.025704927,-0.1677402194,-0.0469222148,0.4097980096,-0.269072483,-0.0811393492,-0.1465421336,0.0287762135,0.065161181,0.00636547172,-0.0950732244,0.0639832478,-0.108514226,-0.15365437,-0.0053575185,0.07199804992,-0.122245832,0.0,-0.5406393487,0.0659568419,0.2752779345,-0.007911142,-0.00547147092,0.0,0.003761391,0.018270356,-0.45777204084,0.2162951359,0.051367197,-0.0059998693,0.1396606313,0.070047808,-0.1233970462,-0.00807278142,0.01505542388,0.14640618592,-0.520246774,0.05837216,0.039127637,0.21751480227,-0.376308848,0.3137929881,-0.047818174,-0.091923726,0.0827948977,0.4408443651,-0.147202722,-0.3020977769,0.02994644776,0.00973722,-0.13152397254,0.54452473348,-0.0692669421,-0.2406291592,0.1539960039,0.2581674388,0.07683593472,-0.894821729,-0.0148008621,0.4068285908,0.04462150227,-0.07789048973,0.076208589624,0.09340766688,-0.2488511318,-0.2382241245,0.0683615,0.500859555,0.05997105604,-0.0030761867,-0.025510685,-0.0332151807,0.2999180813,-0.02983060865,0.04521347,0.1927971346,0.32309007878,-0.675152422,0.5266330125,0.1053204378,-0.0906322946,0.1547223864,0.0,0.308201511,0.0,0.0106475345935,0.4680839742,-0.1023939515,-0.1533280224,-0.203233954,0.0173947282,0.364883688,0.045300932,0.08022873784,0.06836584616,-0.0701271885,-0.087770732927,0.02004209,0.0467374,0.2450643701,0.5533595912,0.0,0.0,-0.02343527,0.051861066,0.309032613,0.0574179388,0.14326176,-0.407333147,0.0835191845,-0.2353548906,-0.097078682,0.27734240166,0.101933445,-0.07709272,-0.930547019,0.013214172,-0.002165303,0.02775377,0.099003435,0.1627497586,1.2967171165,0.02761764,0.0955111341,0.25559504752,-0.20618948453,-0.0224647928,0.0,0.0243725634,-0.002393401,0.612926463,0.0460839906,0.2548698704,0.144395214,0.395609885,0.040811112,-0.011872916,0.027424978,0.188708179,0.010242203,0.0,0.0,-0.07452777465,-0.29610056373,0.014098092,-0.1997279211,-0.0708315141,-0.0234796623,0.3322455451,-0.46943875738,0.2309795439,0.0611960232,-0.0076404442,0.0435653546,-0.0305858045,-0.8992840326,0.07345515759,0.038776704,0.08463463986,0.1488401121,0.0320058886,0.07029120376,0.042951476,0.183343517,0.2658546714,0.05328357,0.45425183112,0.0197404897,0.0214662778,-0.273803173,0.143709184,0.00859835977,-0.028973934,0.055840254,-0.5115228654,0.228682341,-0.0907214686,-0.1460823467,0.1114368913,0.016632576,0.158475526514,-0.0253528588,-0.033084496,-1.00421355581,0.3954211867,0.3692722577,-0.384547758,0.48056893102,-0.1036658156,0.0,0.0043308659,0.1017566996,0.4021311789,0.11616028,0.04132812,-0.14910958,-0.540015101,0.223661956,-0.077480575,-0.12136380262,-0.105753505422,-0.3219672541,-0.4268872098,-0.009447274538,-0.606910792,0.0189083713,0.257148552,-0.0977469174,-0.0641229617,0.6006230015,-0.081230174,-0.012690305,-0.122039702,0.138773563,-0.3925351103,0.0,0.4870489753,-0.0109893342,0.137901716,-0.180581308,0.3393713009,0.5232487416,0.0966596796,0.4056136601,-0.0778656856,0.0878795713,0.009911236,0.00807975799,-0.032793536,0.0512442158,0.2377137591,0.024489057,0.189991632,0.349555346,-0.00752211114,0.04729017,0.039682002,0.038056849,-0.2321868594,-0.300211935,0.2065682721,0.13977107513,-0.1131717903,0.0285838264,0.2146385159,0.025538212,-0.54414177148,0.4467846947,0.3527623517,0.0,-0.009881505,0.017782168,-0.0369959992,0.0,-0.010429271,-0.0013084495,-0.020647078,-0.2345289339,-0.003422916,-0.79844356,-0.03988717,-0.6936549783,0.0241328785,-0.018722883,0.0,-0.11225199007,0.3446121914,0.052211186,-0.307905328086,-0.094987654,-0.108400114,-0.11730646008,-0.04794664826,0.111691143571,0.4165146342,-0.4034029741,-0.3059635715,-0.0330839206,0.0288207573,0.046127761991,-0.040397131628,-0.04010496,-0.0740229471,-0.05361855,0.012911662,-0.5336474002,-0.0698207,0.20065851506,-0.3549149782,-0.03090482156,-0.6758418584,-0.0363071308,0.00445733,0.016599132,-0.0156112787,-0.0943428292,0.0873011712,0.039889138,0.01147641604,-0.127857023,0.1648041482,-0.0029463865,-0.2208173825,-1.25850154243,-0.1280204008,0.0,0.02099633559
