PHENO,V(G),SE(V(G)),V(e),SE(V(e),Vp,SE(vp),V(G)_to_Vp,SE(V(G)_to_Vp),logL,logL0,LRT,df,Pval,n
ENSG00000013810,0.004373,0.026506,0.046607,0.028959,0.050980,0.012949,0.085774,0.519389,28.893,28.876,0.035,1,0.4257,32
ENSG00000014123,0.000000,0.002797,0.006427,0.002483,0.006427,0.001413,0.000001,0.435123,75.295,75.988,0.000,1,0.5,42
ENSG00000014138,0.000000,0.023324,0.033547,0.022279,0.033547,0.008213,0.000001,0.695284,35.912,36.007,0.000,1,0.5,34
ENSG00000014216,0.000000,0.004922,0.008567,0.005165,0.008567,0.001891,0.000001,0.574597,75.100,75.100,0.000,1,0.5,42
ENSG00000014641,0.000000,0.009452,0.018931,0.010231,0.018931,0.004180,0.000001,0.499277,58.926,58.926,0.000,1,0.5,42
ENSG00000014824,0.000000,0.017804,0.031577,0.019106,0.031577,0.007889,0.000001,0.563837,37.473,37.473,0.000,1,0.5,33
ENSG00000014919,0.000000,0.022259,0.039910,0.022930,0.039910,0.009805,0.000001,0.557731,34.433,34.439,0.000,1,0.5,34
ENSG00000015153,0.081693,0.072936,0.038674,0.061189,0.120368,0.034024,0.678698,0.525296,13.996,13.399,1.193,1,0.1373,28
ENSG00000015285,0.010738,0.007623,0.007457,0.006408,0.018194,0.004154,0.590161,0.364073,60.579,59.652,1.853,1,0.08671,42
ENSG00000015475,0.054559,0.030638,0.019942,0.023177,0.074501,0.017322,0.732322,0.324885,32.232,30.907,2.651,1,0.05175,42
ENSG00000015479,0.000059,0.001213,0.002534,0.001341,0.002593,0.000573,0.022746,0.467943,99.707,99.706,0.002,1,0.4814,42
ENSG00000015676,0.000000,0.014120,0.034684,0.013332,0.034684,0.007634,0.000001,0.407095,43.110,43.369,0.000,1,0.5,42
ENSG00000016391,0.037013,0.136840,0.179192,0.142437,0.216205,0.060038,0.171192,0.628783,5.276,5.239,0.075,1,0.3918,27
ENSG00000017260,0.000000,0.017537,0.019965,0.017442,0.019965,0.005620,0.000001,0.878383,34.263,34.274,0.000,1,0.5,26
ENSG00000017483,0.000000,0.038921,0.064764,0.036596,0.064764,0.017527,0.000001,0.600965,19.675,19.825,0.000,1,0.5,28
ENSG00000017797,0.016932,0.015933,0.002662,0.014230,0.019594,0.005629,0.864141,0.732091,35.216,34.982,0.468,1,0.2469,26
ENSG00000018510,0.000000,0.003432,0.008387,0.003555,0.008387,0.001849,0.000001,0.409229,74.690,74.711,0.000,1,0.5,42
ENSG00000018610,0.000000,1.332301,0.090924,1.350705,0.090924,0.041664,0.000001,14.652873,11.928,12.286,0.000,1,0.5,17
ENSG00000018699,0.000000,0.012795,0.022665,0.013849,0.022665,0.005200,0.000001,0.564530,51.123,51.123,0.000,1,0.5,39
ENSG00000019144,0.000000,0.092404,0.063383,0.087522,0.063383,0.022058,0.000001,1.457865,11.353,11.448,0.000,1,0.5,17
ENSG00000019582,0.000552,0.016963,0.037774,0.019006,0.038326,0.008466,0.014415,0.442630,44.492,44.491,0.001,1,0.4868,42
ENSG00000020129,0.000000,0.018815,0.040182,0.019391,0.040182,0.008859,0.000001,0.468239,42.843,42.854,0.000,1,0.5,42
ENSG00000020426,0.000000,0.007954,0.017406,0.007765,0.017406,0.003931,0.000001,0.456965,55.682,55.775,0.000,1,0.5,40
ENSG00000020633,0.000000,0.006532,0.017413,0.006792,0.017413,0.003838,0.000001,0.375089,59.493,59.525,0.000,1,0.5,42
ENSG00000021355,0.203171,0.131527,0.073249,0.101066,0.276420,0.065552,0.735009,0.383796,5.367,5.071,0.592,1,0.2209,42
ENSG00000021574,0.001062,0.015740,0.027836,0.017388,0.028898,0.007227,0.036765,0.544847,38.947,38.943,0.006,1,0.4684,33
ENSG00000021776,0.000000,0.015048,0.033511,0.015522,0.033511,0.007388,0.000001,0.449050,46.478,46.492,0.000,1,0.5,42
ENSG00000022277,0.000000,0.008809,0.015438,0.009559,0.015438,0.003497,0.000001,0.570621,59.990,59.990,0.000,1,0.5,40
ENSG00000023191,0.002385,0.009935,0.016951,0.010422,0.019336,0.004275,0.123340,0.511829,58.531,58.512,0.038,1,0.4228,42
ENSG00000023228,0.001500,0.004298,0.006988,0.004423,0.008488,0.001880,0.176730,0.501916,75.438,75.397,0.084,1,0.3861,42
ENSG00000023318,0.000000,0.011276,0.026003,0.011058,0.026003,0.005726,0.000001,0.433617,50.412,50.507,0.000,1,0.5,42
ENSG00000023516,0.000000,0.019207,0.017473,0.017790,0.017473,0.005063,0.000001,1.099240,30.758,31.032,0.000,1,0.5,24
ENSG00000023697,0.027922,0.011384,0.000000,0.006858,0.027922,0.006896,0.999999,0.245614,51.887,49.431,4.912,1,0.01333,40
ENSG00000023734,0.000000,0.003372,0.006110,0.003352,0.006110,0.001346,0.000001,0.551873,81.036,81.064,0.000,1,0.5,42
ENSG00000023892,0.000000,0.013160,0.028075,0.014076,0.028075,0.006195,0.000001,0.468741,50.698,50.699,0.000,1,0.5,42
ENSG00000023902,0.000000,0.009502,0.016346,0.010152,0.016346,0.003749,0.000001,0.581310,57.313,57.313,0.000,1,0.5,39
ENSG00000023909,0.000000,0.030148,0.059305,0.032305,0.059305,0.014370,0.000001,0.508353,29.099,29.100,0.000,1,0.5,35
ENSG00000024048,0.000000,0.103479,0.067941,0.088256,0.067941,0.031681,0.000002,1.523075,3.787,4.358,0.000,1,0.5,10
ENSG00000025708,0.019660,0.044620,0.077959,0.046028,0.097619,0.021629,0.201395,0.451365,25.387,25.297,0.179,1,0.3361,42
ENSG00000025772,0.002356,0.004714,0.008925,0.004908,0.011281,0.002499,0.208828,0.411768,69.631,69.492,0.280,1,0.2985,42
ENSG00000025796,0.000000,0.005616,0.014427,0.006226,0.014427,0.003184,0.000001,0.389271,64.357,64.357,0.000,1,0.5,42
ENSG00000025800,0.000000,0.013010,0.027381,0.013063,0.027381,0.006266,0.000001,0.475123,46.345,46.380,0.000,1,0.5,39
ENSG00000026025,0.000000,0.198693,0.388061,0.217628,0.388061,0.085724,0.000001,0.512015,-2.961,-2.961,0.000,1,0.5,42
ENSG00000026103,0.021469,0.034202,0.055212,0.034140,0.076681,0.017052,0.279982,0.434483,30.415,30.221,0.389,1,0.2665,42
ENSG00000026297,0.093133,0.098707,0.104235,0.090606,0.197369,0.046160,0.471875,0.466802,10.353,10.049,0.607,1,0.218,39
ENSG00000026751,0.020265,0.045323,0.074565,0.046343,0.094829,0.021561,0.213695,0.471127,24.661,24.573,0.175,1,0.3377,40
ENSG00000027001,0.000000,0.033311,0.048761,0.032694,0.048761,0.012548,0.000001,0.683152,27.595,27.627,0.000,1,0.5,31
ENSG00000028116,0.018768,0.016204,0.011160,0.014181,0.029928,0.007245,0.627114,0.486221,43.840,43.493,0.694,1,0.2024,37
ENSG00000028277,0.000000,0.058247,0.079646,0.054744,0.079647,0.022435,0.000001,0.731324,15.702,15.820,0.000,1,0.5,26
ENSG00000028528,0.000000,0.005273,0.012574,0.005970,0.012574,0.002777,0.000001,0.419335,67.344,67.344,0.000,1,0.5,42
ENSG00000029363,0.001829,0.005004,0.008216,0.005148,0.010045,0.002225,0.182051,0.493461,71.989,71.941,0.096,1,0.3785,42
ENSG00000029534,0.264826,0.730114,0.000000,0.742065,0.264826,0.096088,0.999999,2.802081,-0.355,-0.653,0.597,1,0.2199,14
ENSG00000029639,0.000000,0.010285,0.020425,0.011051,0.020426,0.004810,0.000001,0.503557,50.112,50.112,0.000,1,0.5,37
ENSG00000029725,0.000000,0.006534,0.014256,0.006756,0.014256,0.003143,0.000001,0.458345,64.093,64.104,0.000,1,0.5,42
ENSG00000029993,0.000000,0.013499,0.032276,0.014379,0.032276,0.007119,0.000001,0.418232,47.575,47.580,0.000,1,0.5,42
ENSG00000030066,0.002171,0.003519,0.004959,0.003439,0.007130,0.001591,0.304537,0.479285,79.141,79.012,0.258,1,0.3057,42
ENSG00000030110,0.069530,0.081624,0.000000,0.090550,0.069531,0.023580,0.999998,1.302300,9.708,8.618,2.179,1,0.06994,18
ENSG00000030419,0.004421,0.023137,0.039338,0.024388,0.043759,0.009670,0.101031,0.527503,41.781,41.770,0.022,1,0.4413,42
ENSG00000030582,0.000000,0.015472,0.027385,0.012831,0.027385,0.008619,0.000001,0.564973,19.774,20.615,0.000,1,0.5,21
ENSG00000031698,0.002205,0.005630,0.012690,0.006142,0.014895,0.003293,0.148035,0.375144,63.892,63.794,0.198,1,0.3283,42
ENSG00000031823,0.005189,0.008250,0.009572,0.007830,0.014761,0.003321,0.351509,0.538482,64.294,64.243,0.102,1,0.3747,42
ENSG00000032444,0.000000,0.058376,0.058372,0.059363,0.058372,0.017557,0.000001,1.000071,18.531,18.532,0.000,1,0.5,23
ENSG00000033011,0.000000,0.007838,0.016611,0.008030,0.016611,0.003662,0.000001,0.471836,60.860,60.875,0.000,1,0.5,42
ENSG00000033030,0.005843,0.017577,0.032086,0.018468,0.037930,0.008391,0.154053,0.460238,44.734,44.684,0.101,1,0.3751,42
ENSG00000033050,0.000000,0.006390,0.014867,0.006621,0.014867,0.003277,0.000001,0.429802,63.106,63.122,0.000,1,0.5,42
ENSG00000033170,0.000000,0.038595,0.068820,0.040501,0.068820,0.016920,0.000001,0.560819,25.671,25.673,0.000,1,0.5,34
ENSG00000033178,0.001727,0.001684,0.002689,0.001610,0.004416,0.000986,0.391141,0.358776,89.103,88.462,1.281,1,0.1289,42
ENSG00000033627,0.056859,0.036254,0.003147,0.027244,0.060006,0.018056,0.947550,0.458225,20.900,20.091,1.618,1,0.1017,25
ENSG00000033867,0.000000,0.028362,0.057369,0.028386,0.057369,0.013877,0.000001,0.494384,28.650,28.688,0.000,1,0.5,35
ENSG00000034063,0.000000,0.015768,0.037747,0.016605,0.037747,0.008324,0.000001,0.417719,44.198,44.207,0.000,1,0.5,42
ENSG00000034510,0.214963,0.603126,0.000000,0.575037,0.214963,0.104434,0.999999,2.675056,1.472,1.452,0.039,1,0.4218,10
ENSG00000034693,0.000000,0.009475,0.017669,0.009971,0.017669,0.004102,0.000001,0.536251,54.133,54.134,0.000,1,0.5,38
ENSG00000034713,0.009749,0.016054,0.028161,0.016303,0.037910,0.008415,0.257166,0.413962,44.830,44.619,0.422,1,0.258,42
ENSG00000034971,0.000000,0.028669,0.023823,0.029514,0.023823,0.007935,0.000001,1.203396,23.140,23.140,0.000,1,0.5,19
ENSG00000035141,0.016774,0.031345,0.047170,0.031422,0.063944,0.015168,0.262324,0.479287,29.802,29.660,0.284,1,0.297,37
ENSG00000035403,0.000000,0.059399,0.101300,0.062958,0.101300,0.022366,0.000001,0.586367,24.544,24.544,0.000,1,0.5,42
ENSG00000035687,0.000000,0.007513,0.013989,0.008058,0.013989,0.003089,0.000001,0.537081,65.133,65.133,0.000,1,0.5,42
ENSG00000035720,0.233689,0.132579,0.081688,0.099919,0.315377,0.073623,0.740982,0.331199,2.692,1.524,2.335,1,0.06326,42
ENSG00000035928,0.000000,0.016163,0.034448,0.016873,0.034448,0.007597,0.000001,0.469184,46.212,46.217,0.000,1,0.5,42
ENSG00000036257,0.001494,0.001616,0.002591,0.001562,0.004085,0.000911,0.365742,0.375739,90.653,90.145,1.017,1,0.1567,42
ENSG00000037241,0.005751,0.020295,0.016264,0.020381,0.022015,0.007359,0.261249,0.911151,23.898,23.860,0.076,1,0.3916,19
ENSG00000037474,0.002407,0.001899,0.002258,0.001675,0.004665,0.001054,0.515977,0.366018,88.261,87.406,1.710,1,0.09549,42
ENSG00000037757,0.000000,0.006207,0.012395,0.006565,0.012395,0.002735,0.000001,0.500754,67.444,67.445,0.000,1,0.5,42
ENSG00000038002,0.021224,0.017478,0.012101,0.014516,0.033325,0.008149,0.636887,0.454855,43.446,42.954,0.984,1,0.1607,38
ENSG00000038210,0.000000,0.027907,0.011140,0.027788,0.011140,0.004965,0.000001,2.505084,16.189,16.190,0.000,1,0.5,11
ENSG00000038219,0.000000,0.008464,0.016614,0.009111,0.016614,0.003668,0.000001,0.509435,61.591,61.591,0.000,1,0.5,42
ENSG00000038274,0.003225,0.003112,0.004052,0.002864,0.007277,0.001637,0.443171,0.397506,78.967,78.451,1.032,1,0.1548,42
ENSG00000038358,0.000761,0.002050,0.004226,0.002196,0.004988,0.001103,0.152635,0.407870,86.323,86.243,0.159,1,0.3449,42
ENSG00000038382,0.011470,0.106274,0.000000,0.111723,0.011470,0.006270,0.999998,9.740024,17.479,19.362,0.000,1,0.5,16
ENSG00000038532,0.014426,0.023405,0.035233,0.023456,0.049659,0.011301,0.290500,0.460154,37.305,37.106,0.398,1,0.264,40
ENSG00000039123,0.000000,0.004070,0.008246,0.004019,0.008246,0.001816,0.000001,0.493618,74.484,74.537,0.000,1,0.5,42
ENSG00000039650,0.029811,0.013602,0.002427,0.008955,0.032238,0.007915,0.924728,0.283820,46.372,44.917,2.908,1,0.04406,39
ENSG00000040341,0.000000,0.005409,0.012921,0.004498,0.012921,0.003125,0.000001,0.418581,47.411,48.773,0.000,1,0.5,35
ENSG00000040933,0.061999,0.139034,0.000000,0.138527,0.061999,0.021088,0.999999,2.234353,13.596,13.341,0.510,1,0.2376,18
ENSG00000041357,0.000000,0.001986,0.003677,0.002077,0.003677,0.000811,0.000001,0.540185,92.340,92.341,0.000,1,0.5,42
ENSG00000042286,0.000000,0.046523,0.063491,0.046818,0.063491,0.021845,0.000001,0.732753,13.106,13.115,0.000,1,0.5,18
ENSG00000042429,0.000000,0.009720,0.016264,0.009536,0.016264,0.003871,0.000001,0.597614,51.495,51.540,0.000,1,0.5,36
ENSG00000042445,0.024135,0.043784,0.012064,0.040954,0.036199,0.014913,0.666730,1.141609,12.686,12.616,0.141,1,0.3538,13
ENSG00000042493,0.000000,0.107722,0.218015,0.115105,0.218016,0.048116,0.000001,0.494102,8.740,8.740,0.000,1,0.5,42
ENSG00000042753,0.000000,0.005130,0.009277,0.005379,0.009277,0.002073,0.000001,0.552936,71.587,71.588,0.000,1,0.5,41
ENSG00000043093,0.000000,0.010648,0.022370,0.010676,0.022370,0.004928,0.000001,0.475984,54.324,54.358,0.000,1,0.5,42
ENSG00000043143,0.000000,0.037754,0.040408,0.038879,0.040408,0.013090,0.000001,0.934310,19.384,19.385,0.000,1,0.5,20
ENSG00000043462,0.198935,0.202282,0.000000,0.215217,0.198935,0.065369,0.999999,1.081842,1.893,0.526,2.733,1,0.04916,18
ENSG00000044115,0.019843,0.015760,0.011787,0.013203,0.031630,0.007757,0.627343,0.433311,43.112,42.623,0.976,1,0.1615,37
ENSG00000044446,0.000000,1.632970,0.074596,1.643123,0.074596,0.035994,0.000001,21.890821,9.654,9.836,0.000,1,0.5,13
ENSG00000044574,0.000000,0.071139,0.169546,0.080210,0.169546,0.037444,0.000001,0.419584,14.008,14.008,0.000,1,0.5,42
ENSG00000047188,0.000000,0.013555,0.021945,0.012479,0.021945,0.005737,0.000001,0.617659,36.392,36.629,0.000,1,0.5,30
ENSG00000047230,0.000000,0.003865,0.008814,0.004094,0.008814,0.001944,0.000001,0.438500,74.217,74.221,0.000,1,0.5,42
ENSG00000047249,0.000000,0.011259,0.021298,0.012093,0.021298,0.004703,0.000001,0.528633,56.513,56.513,0.000,1,0.5,42
ENSG00000047315,0.000000,0.002301,0.005116,0.002553,0.005116,0.001130,0.000001,0.449794,85.771,85.771,0.000,1,0.5,42
ENSG00000047410,0.000000,0.001346,0.002421,0.001449,0.002421,0.000535,0.000001,0.556047,101.112,101.112,0.000,1,0.5,42
ENSG00000047849,0.019679,0.007816,0.000000,0.004783,0.019679,0.004729,0.999999,0.243065,62.015,59.023,5.984,1,0.007219,42
ENSG00000047932,0.000000,0.020091,0.035741,0.020164,0.035741,0.008526,0.000001,0.562116,38.174,38.194,0.000,1,0.5,36
ENSG00000047936,0.000000,0.005123,0.005004,0.004311,0.005004,0.002128,0.000001,1.023852,19.854,20.306,0.000,1,0.5,12
ENSG00000048028,0.041611,0.037012,0.012406,0.031976,0.054017,0.016932,0.770332,0.600313,18.859,18.370,0.978,1,0.1613,22
ENSG00000048162,0.002529,0.015367,0.030135,0.016657,0.032664,0.007305,0.077414,0.469835,46.571,46.558,0.026,1,0.4361,41
ENSG00000048392,0.000000,0.035715,0.076585,0.037856,0.076585,0.017325,0.000001,0.466345,28.455,28.458,0.000,1,0.5,40
ENSG00000048544,0.047440,0.025954,0.004070,0.018956,0.051510,0.013532,0.920986,0.373851,30.854,30.131,1.447,1,0.1145,33
ENSG00000048649,0.000000,0.024647,0.042503,0.026450,0.042504,0.009505,0.000001,0.579872,41.308,41.308,0.000,1,0.5,41
ENSG00000048740,0.031123,0.024636,0.020275,0.020605,0.051398,0.011892,0.605525,0.418515,39.341,38.940,0.801,1,0.1854,42
ENSG00000048828,0.000000,0.000847,0.001924,0.000841,0.001924,0.000424,0.000001,0.440087,104.153,104.218,0.000,1,0.5,42
ENSG00000048991,0.000000,0.002079,0.002958,0.001314,0.002958,0.001212,0.000003,0.702899,16.588,21.385,0.000,1,0.5,13
ENSG00000049239,0.025048,0.045846,0.055812,0.045166,0.080860,0.021037,0.309769,0.551411,21.125,20.988,0.273,1,0.3007,31
ENSG00000049449,0.048960,0.029459,0.025898,0.023574,0.074858,0.017144,0.654034,0.326454,31.807,30.368,2.877,1,0.04492,42
ENSG00000049541,0.000000,0.006893,0.016426,0.007765,0.016426,0.003628,0.000001,0.419664,61.859,61.859,0.000,1,0.5,42
ENSG00000049656,0.000000,0.054746,0.045439,0.052379,0.045439,0.012676,0.000001,1.204842,22.906,23.001,0.000,1,0.5,26
ENSG00000049860,0.000000,0.008581,0.018926,0.008685,0.018926,0.004171,0.000001,0.453426,57.838,57.868,0.000,1,0.5,42
ENSG00000050405,0.028785,0.033123,0.052336,0.032122,0.081120,0.018095,0.354838,0.389631,29.369,28.944,0.850,1,0.1782,42
ENSG00000050748,0.011270,0.049877,0.053739,0.050449,0.065009,0.018100,0.173363,0.761496,20.917,20.906,0.022,1,0.4411,27
ENSG00000051108,0.062250,0.086971,0.073985,0.081804,0.136235,0.036899,0.456930,0.606521,12.413,12.148,0.530,1,0.2334,29
ENSG00000051523,0.015549,0.010518,0.009636,0.008789,0.025185,0.005942,0.617389,0.358842,49.877,48.696,2.362,1,0.06218,39
ENSG00000051596,0.031705,0.023307,0.016307,0.018853,0.048012,0.011239,0.660351,0.411783,40.936,40.710,0.450,1,0.2511,42
ENSG00000051620,0.083165,0.309159,0.260610,0.304542,0.343774,0.107059,0.241917,0.886097,-0.769,-0.788,0.038,1,0.423,22
ENSG00000052749,0.006780,0.003506,0.002287,0.002593,0.009067,0.002098,0.747724,0.297936,75.480,73.503,3.955,1,0.02337,42
ENSG00000052802,0.042765,0.017919,0.000275,0.010889,0.043039,0.010783,0.993622,0.253589,40.245,37.843,4.805,1,0.01419,38
ENSG00000053371,0.000000,0.075380,0.135981,0.080435,0.135982,0.030024,0.000001,0.554340,18.507,18.507,0.000,1,0.5,42
ENSG00000053372,0.003491,0.008876,0.014154,0.009063,0.017645,0.003911,0.197860,0.497370,60.452,60.400,0.104,1,0.3734,42
ENSG00000053501,0.005818,0.006764,0.000000,0.007473,0.005818,0.002173,0.999998,1.284430,25.555,24.468,2.174,1,0.07016,15
ENSG00000053900,0.000000,0.011572,0.018161,0.011936,0.018161,0.004335,0.000001,0.637227,50.619,50.620,0.000,1,0.5,36
ENSG00000053918,0.002161,0.004827,0.000000,0.004686,0.002161,0.001022,0.999999,2.167964,22.054,21.884,0.339,1,0.2802,10
ENSG00000054116,0.000000,0.021020,0.040774,0.022015,0.040774,0.008995,0.000001,0.515527,42.966,42.967,0.000,1,0.5,42
ENSG00000054118,0.006274,0.002942,0.000835,0.001954,0.007108,0.001699,0.882592,0.284366,81.227,79.745,2.965,1,0.04255,42
ENSG00000054148,0.000000,0.071272,0.136025,0.070517,0.136025,0.029958,0.000001,0.523966,17.202,17.243,0.000,1,0.5,42
ENSG00000054219,0.000000,0.011965,0.027236,0.013293,0.027236,0.006014,0.000001,0.439294,51.483,51.483,0.000,1,0.5,42
ENSG00000054267,0.000000,0.058572,0.062261,0.061604,0.062261,0.021355,0.000001,0.940739,13.643,13.643,0.000,1,0.5,18
ENSG00000054611,0.000000,0.016356,0.029064,0.017485,0.029064,0.006418,0.000001,0.562765,50.154,50.154,0.000,1,0.5,42
ENSG00000055044,0.000000,0.002149,0.003930,0.002208,0.003930,0.000867,0.000001,0.546849,90.748,90.752,0.000,1,0.5,42
ENSG00000055070,0.019439,0.027791,0.041915,0.027211,0.061354,0.013679,0.316830,0.437870,35.035,34.812,0.447,1,0.2519,42
ENSG00000055130,0.000000,0.003501,0.007528,0.003287,0.007528,0.001656,0.000001,0.465017,74.590,74.826,0.000,1,0.5,42
ENSG00000055147,0.000000,0.008156,0.014655,0.008813,0.014655,0.003237,0.000001,0.556519,64.206,64.206,0.000,1,0.5,42
ENSG00000055332,0.035984,0.022865,0.020473,0.018567,0.056456,0.012933,0.637370,0.341014,37.528,36.346,2.365,1,0.06205,42
ENSG00000055483,0.004858,0.004224,0.005713,0.003862,0.010571,0.002434,0.459540,0.366688,67.814,67.014,1.599,1,0.103,40
ENSG00000055917,0.000000,0.020398,0.031268,0.018731,0.031268,0.008984,0.000001,0.652361,25.575,25.787,0.000,1,0.5,25
ENSG00000055950,0.004058,0.005525,0.007611,0.005310,0.011670,0.002611,0.347780,0.454840,69.106,68.903,0.404,1,0.2624,42
ENSG00000056050,0.000000,0.011619,0.024140,0.011960,0.024140,0.005322,0.000001,0.481297,53.327,53.336,0.000,1,0.5,42
ENSG00000056097,0.000000,0.002935,0.006102,0.003218,0.006102,0.001348,0.000001,0.481022,82.158,82.158,0.000,1,0.5,42
ENSG00000056558,0.000000,0.061838,0.117683,0.066004,0.117683,0.025978,0.000001,0.525465,21.434,21.434,0.000,1,0.5,42
ENSG00000057252,0.000000,0.043009,0.099978,0.043727,0.099978,0.022033,0.000001,0.430186,23.667,23.699,0.000,1,0.5,42
ENSG00000057608,0.000632,0.005986,0.011499,0.006488,0.012130,0.002679,0.052064,0.493301,68.074,68.069,0.009,1,0.4625,42
ENSG00000057757,0.000000,0.008212,0.021191,0.007898,0.021191,0.004666,0.000001,0.387536,53.633,53.834,0.000,1,0.5,42
ENSG00000057935,0.000000,0.011413,0.017308,0.012346,0.017308,0.004203,0.000001,0.659439,50.190,50.190,0.000,1,0.5,35
ENSG00000058056,0.000000,0.083943,0.039453,0.085795,0.039453,0.014937,0.000001,2.127646,14.289,14.289,0.000,1,0.5,15
ENSG00000058262,0.000000,0.026063,0.053644,0.026079,0.053644,0.011818,0.000001,0.485854,36.395,36.429,0.000,1,0.5,42
ENSG00000058272,0.000000,0.002423,0.005315,0.002629,0.005315,0.001173,0.000001,0.455858,84.900,84.901,0.000,1,0.5,42
ENSG00000058673,0.004371,0.005506,0.007844,0.005285,0.012215,0.002732,0.357824,0.431230,68.185,67.914,0.542,1,0.2308,42
ENSG00000058729,0.015979,0.017469,0.021639,0.016231,0.037618,0.008782,0.424760,0.435666,41.841,41.448,0.784,1,0.1879,39
ENSG00000058804,0.005645,0.011472,0.015046,0.011711,0.020691,0.005181,0.272830,0.546357,44.323,44.178,0.290,1,0.2952,33
ENSG00000059377,0.146064,3.229419,0.000000,3.361360,0.146065,0.139994,0.999998,23.012829,-1.898,-0.318,0.000,1,0.5,11
ENSG00000059378,0.034040,0.068982,0.067900,0.069624,0.101941,0.030781,0.333924,0.663689,12.571,12.407,0.329,1,0.2832,23
ENSG00000059573,0.001659,0.003213,0.005099,0.003235,0.006758,0.001501,0.245526,0.466514,80.168,80.060,0.216,1,0.3209,42
ENSG00000059691,0.021883,0.017659,0.000000,0.014847,0.021883,0.006736,0.999999,0.678460,31.777,31.251,1.051,1,0.1526,24
ENSG00000059804,0.182441,0.105825,0.000000,0.078506,0.182441,0.053546,0.999999,0.430308,9.267,8.043,2.447,1,0.05889,27
ENSG00000060069,0.000000,0.031589,0.048841,0.031628,0.048841,0.011027,0.000001,0.646761,36.819,36.832,0.000,1,0.5,40
ENSG00000060138,0.001364,0.011480,0.025611,0.012775,0.026976,0.005958,0.050582,0.425401,51.690,51.682,0.016,1,0.4503,42
ENSG00000060237,0.000000,0.004198,0.009994,0.004747,0.009994,0.002207,0.000001,0.420038,72.051,72.051,0.000,1,0.5,42
ENSG00000060339,0.000000,0.002096,0.004691,0.002313,0.004691,0.001036,0.000001,0.446829,87.530,87.530,0.000,1,0.5,42
ENSG00000060491,0.006736,0.004966,0.004191,0.004117,0.010927,0.002520,0.616450,0.392593,71.119,70.571,1.096,1,0.1475,42
ENSG00000060688,0.000000,0.001609,0.004111,0.001688,0.004111,0.000906,0.000001,0.391447,89.396,89.414,0.000,1,0.5,42
ENSG00000060971,0.000000,0.020566,0.038215,0.022309,0.038215,0.008441,0.000001,0.538173,44.557,44.557,0.000,1,0.5,42
ENSG00000060982,0.000000,0.223854,0.208955,0.215337,0.208955,0.058511,0.000001,1.071303,4.157,4.219,0.000,1,0.5,26
ENSG00000061794,0.009058,0.004777,0.002286,0.003436,0.011344,0.002676,0.798491,0.316291,71.144,70.088,2.113,1,0.07304,42
ENSG00000061936,0.031100,0.032749,0.032693,0.029467,0.063793,0.014855,0.487516,0.474905,32.785,32.520,0.529,1,0.2334,40
ENSG00000061987,0.035948,0.026699,0.007180,0.022024,0.043127,0.011724,0.833524,0.520505,29.946,29.792,0.307,1,0.2898,30
ENSG00000062485,0.000000,0.003256,0.008408,0.003466,0.008408,0.001854,0.000001,0.387313,74.932,74.942,0.000,1,0.5,42
ENSG00000062582,0.020290,0.025962,0.017972,0.022884,0.038262,0.011919,0.530297,0.617878,23.688,23.431,0.513,1,0.2368,23
ENSG00000062598,0.024147,0.052998,0.083533,0.054084,0.107680,0.024795,0.224244,0.485042,21.576,21.481,0.190,1,0.3315,39
ENSG00000062650,0.000000,0.008580,0.017382,0.008674,0.017382,0.003926,0.000001,0.493649,56.719,56.742,0.000,1,0.5,40
ENSG00000062822,0.000000,0.005508,0.011537,0.005893,0.011537,0.002546,0.000001,0.477425,68.958,68.958,0.000,1,0.5,42
ENSG00000063046,0.000000,0.008761,0.012354,0.008700,0.012354,0.002721,0.000001,0.709142,66.913,66.928,0.000,1,0.5,42
ENSG00000063177,0.000919,0.002482,0.003829,0.002528,0.004747,0.001052,0.193544,0.517264,87.362,87.323,0.078,1,0.39,42
ENSG00000063241,0.035613,0.020829,0.012868,0.015849,0.048481,0.011686,0.734573,0.340844,37.924,36.688,2.471,1,0.05797,39
ENSG00000063244,0.000000,0.004815,0.008019,0.004925,0.008019,0.001768,0.000001,0.600408,76.191,76.194,0.000,1,0.5,42
ENSG00000063245,0.015194,0.015332,0.007639,0.013461,0.022832,0.006875,0.665438,0.601641,30.680,30.305,0.751,1,0.1931,24
ENSG00000063601,0.000000,0.007095,0.012679,0.006179,0.012679,0.003253,0.000001,0.559591,43.742,44.442,0.000,1,0.5,31
ENSG00000063854,0.000000,0.009001,0.020651,0.009080,0.020651,0.004550,0.000001,0.435850,55.867,55.907,0.000,1,0.5,42
ENSG00000064102,0.003942,0.003758,0.004802,0.003443,0.008744,0.001968,0.450847,0.398499,75.219,74.710,1.018,1,0.1565,42
ENSG00000064115,0.000000,0.123819,0.189492,0.128899,0.189492,0.063205,0.000001,0.653425,4.232,4.236,0.000,1,0.5,19
ENSG00000064313,0.000228,0.178886,0.010280,0.183861,0.010507,0.006802,0.021654,17.034915,16.576,16.576,0.000,1,0.4994,11
ENSG00000064419,0.001761,0.002023,0.003251,0.001967,0.005012,0.001118,0.351395,0.385297,86.437,86.012,0.849,1,0.1784,42
ENSG00000064601,0.000000,0.042781,0.089504,0.044687,0.089504,0.019984,0.000001,0.477985,25.974,25.979,0.000,1,0.5,41
