PHENO,V(G),SE(V(G)),V(e),SE(V(e),Vp,SE(vp),V(G)_to_Vp,SE(V(G)_to_Vp),logL,logL0,LRT,df,Pval,n
ENSG00000077458,0.002475,0.036165,0.036430,0.038583,0.038904,0.012635,0.063609,0.930289,19.834,19.831,0.007,1,0.4675,20
ENSG00000077514,0.000000,0.021902,0.049949,0.021382,0.049949,0.011576,0.000001,0.438476,33.042,33.151,0.000,1,0.5,38
ENSG00000077522,0.003714,0.012561,0.020544,0.013168,0.024259,0.005893,0.153117,0.514322,44.471,44.429,0.085,1,0.3852,35
ENSG00000077549,0.000000,0.004282,0.007991,0.004439,0.007991,0.001763,0.000001,0.535816,76.300,76.303,0.000,1,0.5,42
ENSG00000077721,0.024323,0.029100,0.000000,0.025069,0.024323,0.010342,0.999999,1.030661,15.616,15.143,0.946,1,0.1653,13
ENSG00000077809,0.002392,0.002949,0.003519,0.002748,0.005912,0.001332,0.404674,0.472630,83.148,82.953,0.391,1,0.266,42
ENSG00000078061,0.000000,0.036890,0.028598,0.036648,0.028598,0.007725,0.000001,1.289969,32.356,32.364,0.000,1,0.5,28
ENSG00000078070,0.006877,0.012560,0.022503,0.012880,0.029380,0.006515,0.234075,0.419681,50.031,49.874,0.315,1,0.2874,42
ENSG00000078081,0.378113,0.326423,0.149571,0.265498,0.527684,0.139174,0.716552,0.525099,-6.809,-7.160,0.703,1,0.201,34
ENSG00000078140,0.000000,0.008210,0.016395,0.008690,0.016395,0.003618,0.000001,0.500731,61.717,61.717,0.000,1,0.5,42
ENSG00000078142,0.000000,0.012415,0.021375,0.010689,0.021375,0.005219,0.000001,0.580810,38.764,39.762,0.000,1,0.5,34
ENSG00000078237,0.000000,0.025065,0.055078,0.027380,0.055079,0.012159,0.000001,0.455071,37.003,37.003,0.000,1,0.5,42
ENSG00000078304,0.193628,0.187771,0.000000,0.175131,0.193628,0.060252,0.999999,0.904473,5.750,5.007,1.486,1,0.1114,22
ENSG00000078369,0.013605,0.007043,0.003638,0.005077,0.017243,0.004043,0.789030,0.307334,62.511,60.990,3.042,1,0.04057,42
ENSG00000078618,0.004689,0.005098,0.006769,0.004769,0.011458,0.002573,0.409257,0.419092,69.590,69.190,0.800,1,0.1856,42
ENSG00000078668,0.001494,0.007716,0.016102,0.008418,0.017596,0.003887,0.084920,0.437704,60.453,60.433,0.039,1,0.4218,42
ENSG00000078747,0.000000,0.092844,0.087836,0.097622,0.087836,0.032065,0.000001,1.057010,9.349,9.349,0.000,1,0.5,16
ENSG00000078808,0.080905,0.047814,0.032909,0.036884,0.113814,0.026437,0.710856,0.338521,23.449,22.326,2.246,1,0.06698,42
ENSG00000078902,0.019533,0.021675,0.021757,0.019889,0.041291,0.010207,0.473068,0.489620,35.730,35.414,0.631,1,0.2134,35
ENSG00000079134,0.000000,0.005214,0.012834,0.004967,0.012834,0.002861,0.000001,0.406224,62.169,62.385,0.000,1,0.5,41
ENSG00000079246,0.001273,0.001370,0.001526,0.001246,0.002799,0.000634,0.454874,0.456218,98.579,98.316,0.527,1,0.234,42
ENSG00000079257,0.000000,0.048976,0.044435,0.050894,0.044435,0.011891,0.000001,1.102192,27.918,27.918,0.000,1,0.5,29
ENSG00000079263,0.121297,0.052337,0.004467,0.032924,0.125763,0.030767,0.964483,0.264957,21.415,19.984,2.863,1,0.04532,40
ENSG00000079332,0.000000,0.010075,0.019965,0.010846,0.019965,0.004408,0.000001,0.504642,57.818,57.818,0.000,1,0.5,42
ENSG00000079387,0.000000,0.028554,0.056966,0.026454,0.056967,0.014459,0.000001,0.501249,24.319,24.554,0.000,1,0.5,32
ENSG00000079432,0.000000,0.160574,0.103155,0.164256,0.103155,0.040433,0.000001,1.556623,6.929,6.929,0.000,1,0.5,14
ENSG00000079459,0.000000,0.028952,0.054589,0.029893,0.054589,0.012038,0.000001,0.530363,36.834,36.838,0.000,1,0.5,42
ENSG00000079462,0.000000,0.004237,0.009678,0.004006,0.009678,0.002130,0.000001,0.437813,69.541,69.763,0.000,1,0.5,42
ENSG00000079616,0.009365,0.023818,0.006726,0.022975,0.016092,0.006607,0.581994,1.435672,17.504,17.497,0.013,1,0.4545,13
ENSG00000079691,0.000000,0.148032,0.252070,0.152458,0.252071,0.060143,0.000001,0.587265,4.463,4.467,0.000,1,0.5,36
ENSG00000079785,0.002338,0.001678,0.001578,0.001405,0.003915,0.000896,0.597075,0.371915,92.093,91.329,1.528,1,0.1082,42
ENSG00000079805,0.002030,0.001768,0.001744,0.001539,0.003774,0.000862,0.537980,0.421780,92.667,92.290,0.754,1,0.1925,42
ENSG00000079819,0.000000,0.032910,0.073206,0.035212,0.073206,0.016152,0.000001,0.449547,30.987,30.989,0.000,1,0.5,42
ENSG00000079950,0.003963,0.014495,0.031302,0.015815,0.035265,0.007793,0.112384,0.409500,46.209,46.165,0.087,1,0.3841,42
ENSG00000079999,0.000000,0.531916,0.044415,0.544653,0.044415,0.020225,0.000001,11.976022,21.812,22.094,0.000,1,0.5,21
ENSG00000080345,0.000000,0.018793,0.048021,0.017327,0.048021,0.010566,0.000001,0.391342,35.436,35.856,0.000,1,0.5,42
ENSG00000080371,0.000000,0.004594,0.009726,0.004844,0.009726,0.002145,0.000001,0.472361,72.286,72.288,0.000,1,0.5,42
ENSG00000080503,0.010726,0.034168,0.060441,0.035773,0.071166,0.015744,0.150713,0.477061,31.832,31.790,0.084,1,0.3861,42
ENSG00000080608,0.000729,0.004045,0.006954,0.004276,0.007683,0.001698,0.094876,0.525449,77.443,77.433,0.020,1,0.4441,42
ENSG00000080815,0.000000,0.025280,0.030105,0.024528,0.030105,0.011845,0.000001,0.839734,14.367,14.392,0.000,1,0.5,14
ENSG00000080819,0.012354,0.011988,0.019131,0.011453,0.031485,0.007029,0.392375,0.357932,48.836,48.167,1.338,1,0.1237,42
ENSG00000080824,0.000626,0.005317,0.009330,0.005676,0.009956,0.002199,0.062846,0.533721,72.125,72.121,0.008,1,0.4642,42
ENSG00000080845,0.024490,0.022439,0.021554,0.019736,0.046045,0.011020,0.531883,0.441171,37.168,36.712,0.911,1,0.1699,38
ENSG00000081019,0.000000,0.074867,0.064275,0.077425,0.064275,0.017199,0.000001,1.164794,22.755,22.755,0.000,1,0.5,29
ENSG00000081051,0.159984,0.739635,0.000000,0.765375,0.159984,0.058506,0.999998,4.784056,0.979,1.274,0.000,1,0.5,14
ENSG00000081154,0.000000,0.041833,0.082571,0.044909,0.082571,0.018228,0.000001,0.506624,28.702,28.702,0.000,1,0.5,42
ENSG00000081189,0.000000,0.031926,0.055642,0.033347,0.055642,0.012925,0.000001,0.573768,32.941,32.942,0.000,1,0.5,38
ENSG00000081237,0.000000,0.028689,0.054100,0.030293,0.054100,0.011938,0.000001,0.530295,37.292,37.293,0.000,1,0.5,42
ENSG00000081307,0.000000,0.005945,0.012929,0.005898,0.012929,0.002848,0.000001,0.459831,65.216,65.272,0.000,1,0.5,42
ENSG00000081320,0.019721,0.049126,0.069512,0.050616,0.089232,0.021673,0.221004,0.545030,22.323,22.235,0.176,1,0.3374,35
ENSG00000081721,0.000000,0.021182,0.016021,0.022006,0.016021,0.005203,0.000001,1.322110,28.280,28.280,0.000,1,0.5,20
ENSG00000081760,0.013390,0.011045,0.009499,0.009354,0.022889,0.005281,0.584991,0.425925,55.856,55.572,0.569,1,0.2254,42
ENSG00000081870,0.000000,0.011351,0.024832,0.012412,0.024832,0.005550,0.000001,0.457111,51.998,51.998,0.000,1,0.5,41
ENSG00000082153,0.002645,0.003857,0.005649,0.003763,0.008294,0.001850,0.318887,0.449546,76.061,75.868,0.385,1,0.2674,42
ENSG00000082212,0.008382,0.003627,0.000513,0.002258,0.008895,0.002146,0.942289,0.259181,77.055,75.122,3.868,1,0.02461,42
ENSG00000082515,0.003478,0.004240,0.006561,0.004118,0.010039,0.002240,0.346448,0.404492,72.188,71.840,0.697,1,0.202,42
ENSG00000082516,0.000000,0.005582,0.011573,0.005956,0.011573,0.002554,0.000001,0.482351,68.883,68.884,0.000,1,0.5,42
ENSG00000082701,0.000000,0.015786,0.035600,0.016204,0.035600,0.007942,0.000001,0.443419,43.939,43.959,0.000,1,0.5,41
ENSG00000082898,0.000000,0.001270,0.002711,0.001344,0.002711,0.000598,0.000001,0.468553,98.503,98.505,0.000,1,0.5,42
ENSG00000083123,0.000000,0.009749,0.023198,0.009803,0.023198,0.005111,0.000001,0.420242,53.297,53.349,0.000,1,0.5,42
ENSG00000083223,0.023844,0.017260,0.000000,0.014362,0.023844,0.007366,0.999999,0.602314,29.105,28.713,0.784,1,0.188,23
ENSG00000083312,0.000000,0.002216,0.004592,0.002418,0.004592,0.001014,0.000001,0.482670,87.974,87.974,0.000,1,0.5,42
ENSG00000083444,0.000000,0.035231,0.029025,0.034681,0.029025,0.010931,0.000001,1.213792,16.062,16.071,0.000,1,0.5,15
ENSG00000083520,0.000462,0.001616,0.003253,0.001737,0.003715,0.000821,0.124436,0.433088,92.347,92.304,0.086,1,0.385,42
ENSG00000083720,0.002642,0.005275,0.009821,0.005474,0.012463,0.002761,0.211961,0.416976,67.591,67.457,0.269,1,0.302,42
ENSG00000083750,0.028344,0.138613,0.000000,0.141853,0.028344,0.011926,0.999999,5.004641,10.373,10.347,0.051,1,0.4105,11
ENSG00000083799,0.000000,0.084969,0.131403,0.089691,0.131403,0.037168,0.000001,0.646632,11.143,11.143,0.000,1,0.5,26
ENSG00000083845,0.000000,0.001999,0.003969,0.002073,0.003969,0.000875,0.000001,0.503761,90.548,90.552,0.000,1,0.5,42
ENSG00000083937,0.014466,0.018868,0.023048,0.017737,0.037514,0.008439,0.385615,0.479201,45.232,45.072,0.321,1,0.2856,42
ENSG00000084070,0.009527,0.010247,0.014098,0.009633,0.023625,0.005297,0.403262,0.408923,54.745,54.326,0.838,1,0.18,42
ENSG00000084072,0.000000,0.018227,0.032125,0.017105,0.032125,0.007346,0.000001,0.567371,41.703,41.890,0.000,1,0.5,39
ENSG00000084073,0.008039,0.007660,0.009882,0.007028,0.017921,0.004033,0.448569,0.396464,60.503,59.964,1.078,1,0.1496,42
ENSG00000084090,0.000000,0.041025,0.056883,0.042944,0.056883,0.016415,0.000001,0.721212,20.705,20.706,0.000,1,0.5,25
ENSG00000084092,0.000000,0.025606,0.054215,0.027015,0.054215,0.013756,0.000001,0.472308,27.487,27.493,0.000,1,0.5,32
ENSG00000084207,0.000000,0.016615,0.034358,0.017039,0.034358,0.007574,0.000001,0.483588,46.035,46.047,0.000,1,0.5,42
ENSG00000084463,0.000000,0.003396,0.007831,0.003534,0.007831,0.001727,0.000001,0.433631,76.347,76.359,0.000,1,0.5,42
ENSG00000084623,0.000227,0.002687,0.005551,0.002955,0.005777,0.001276,0.039273,0.465067,83.279,83.276,0.007,1,0.4675,42
ENSG00000084652,0.000000,0.006378,0.014944,0.007134,0.014944,0.003300,0.000001,0.426790,63.789,63.789,0.000,1,0.5,42
ENSG00000084733,0.000000,0.004424,0.009335,0.004677,0.009335,0.002059,0.000001,0.473910,73.166,73.168,0.000,1,0.5,42
ENSG00000084754,0.000000,0.008745,0.019118,0.009288,0.019118,0.004218,0.000001,0.457411,58.461,58.463,0.000,1,0.5,42
ENSG00000084774,0.000000,0.000857,0.002074,0.000786,0.002074,0.000456,0.000001,0.413518,99.783,100.216,0.000,1,0.5,42
ENSG00000085063,0.034866,0.017995,0.009825,0.013036,0.044691,0.010443,0.780151,0.304397,42.940,41.031,3.819,1,0.02534,42
ENSG00000085117,0.026005,0.022937,0.024974,0.020283,0.050979,0.011576,0.510117,0.408705,39.222,38.764,0.915,1,0.1694,42
ENSG00000085224,0.000000,0.022657,0.037803,0.023003,0.037803,0.009421,0.000001,0.599360,34.073,34.084,0.000,1,0.5,33
ENSG00000085231,0.000000,0.008386,0.017851,0.008349,0.017851,0.003932,0.000001,0.469781,58.745,58.792,0.000,1,0.5,42
ENSG00000085377,0.003839,0.003844,0.005703,0.003634,0.009542,0.002135,0.402358,0.378584,73.329,72.782,1.094,1,0.1478,42
ENSG00000085415,0.000000,0.003854,0.009806,0.004417,0.009806,0.002166,0.000001,0.392985,72.438,72.438,0.000,1,0.5,42
ENSG00000085449,0.000000,0.063348,0.132726,0.070003,0.132727,0.029679,0.000001,0.477282,18.533,18.533,0.000,1,0.5,41
ENSG00000085511,0.009478,0.017188,0.016504,0.016475,0.025982,0.006389,0.364790,0.640823,43.434,43.364,0.139,1,0.3548,35
ENSG00000085719,0.034557,0.014362,0.000000,0.009766,0.034557,0.008229,0.999999,0.282621,51.204,47.511,7.388,1,0.003284,42
ENSG00000085733,0.013432,0.079723,0.134589,0.086932,0.148020,0.038873,0.090741,0.537930,11.494,11.476,0.038,1,0.4229,30
ENSG00000085788,0.010760,0.241804,0.000000,0.249403,0.010760,0.009120,0.999999,23.179605,14.407,14.407,0.000,1,0.5,10
ENSG00000085832,0.000000,0.007177,0.014571,0.007452,0.014571,0.003213,0.000001,0.492549,63.864,63.869,0.000,1,0.5,42
ENSG00000085872,0.000000,0.005355,0.012955,0.005684,0.012955,0.002857,0.000001,0.413324,66.210,66.217,0.000,1,0.5,42
ENSG00000085978,0.038794,0.056503,0.029469,0.050242,0.068263,0.026396,0.568299,0.752956,10.661,10.349,0.625,1,0.2145,15
ENSG00000086061,0.000000,0.005661,0.010893,0.005901,0.010893,0.002403,0.000001,0.519713,69.978,69.980,0.000,1,0.5,42
ENSG00000086062,0.000000,0.022817,0.041183,0.020767,0.041183,0.009909,0.000001,0.554026,31.587,31.969,0.000,1,0.5,35
ENSG00000086065,0.014654,0.008436,0.004897,0.006338,0.019551,0.004586,0.749534,0.339205,59.737,58.900,1.674,1,0.09783,42
ENSG00000086102,0.000000,0.025805,0.023151,0.026812,0.023151,0.007321,0.000001,1.114619,26.134,26.134,0.000,1,0.5,21
ENSG00000086189,0.004004,0.005086,0.007923,0.004981,0.011926,0.002690,0.335700,0.409947,66.920,66.595,0.651,1,0.2099,41
ENSG00000086200,0.000000,0.010866,0.028575,0.012029,0.028575,0.006306,0.000001,0.380247,50.288,50.289,0.000,1,0.5,42
ENSG00000086475,0.002404,0.005034,0.009094,0.005257,0.011498,0.002609,0.209091,0.432217,65.777,65.646,0.262,1,0.3042,40
ENSG00000086504,0.014880,0.011137,0.012367,0.009635,0.027247,0.006179,0.546113,0.362442,52.164,51.260,1.808,1,0.08939,42
ENSG00000086589,0.000000,0.003201,0.007482,0.003404,0.007482,0.001650,0.000001,0.427885,77.573,77.577,0.000,1,0.5,42
ENSG00000086598,0.003545,0.027996,0.052706,0.030180,0.056251,0.012425,0.063027,0.497336,36.625,36.619,0.012,1,0.4559,42
ENSG00000086666,0.114381,0.092348,0.000000,0.071256,0.114381,0.037946,0.999999,0.622967,15.490,14.435,2.109,1,0.07321,25
ENSG00000086712,0.000000,0.027052,0.039973,0.027014,0.039973,0.008805,0.000001,0.676762,42.934,42.945,0.000,1,0.5,42
ENSG00000086730,0.000000,0.022229,0.046305,0.023332,0.046305,0.011046,0.000001,0.480059,34.021,34.027,0.000,1,0.5,36
ENSG00000086758,0.000000,0.001084,0.002665,0.001052,0.002665,0.000587,0.000001,0.406525,96.589,96.736,0.000,1,0.5,42
ENSG00000086827,0.000000,0.011783,0.022733,0.011329,0.022733,0.005132,0.000001,0.518321,50.314,50.423,0.000,1,0.5,40
ENSG00000087008,0.000000,0.048766,0.070799,0.051220,0.070799,0.016030,0.000001,0.688791,30.283,30.283,0.000,1,0.5,40
ENSG00000087077,0.006232,0.028052,0.052807,0.030170,0.059039,0.013374,0.105553,0.473981,33.832,33.807,0.050,1,0.4116,40
ENSG00000087086,0.010227,0.057029,0.120552,0.062625,0.130779,0.029247,0.078198,0.435449,18.826,18.809,0.035,1,0.4258,41
ENSG00000087087,0.000000,0.001528,0.003097,0.001646,0.003097,0.000684,0.000001,0.493547,96.007,96.007,0.000,1,0.5,42
ENSG00000087088,0.009399,0.018155,0.028630,0.018260,0.038030,0.008448,0.247154,0.468374,44.755,44.648,0.214,1,0.3219,42
ENSG00000087111,0.022103,0.019143,0.019018,0.016767,0.041121,0.010086,0.537516,0.417908,37.093,36.468,1.251,1,0.1317,36
ENSG00000087191,0.000000,0.001395,0.002939,0.001527,0.002939,0.000649,0.000001,0.474775,97.120,97.120,0.000,1,0.5,42
ENSG00000087206,0.000000,0.033179,0.057850,0.035460,0.057850,0.015187,0.000001,0.573537,25.034,25.034,0.000,1,0.5,30
ENSG00000087263,0.000000,0.121182,0.265863,0.127805,0.265863,0.062583,0.000001,0.455806,3.581,3.587,0.000,1,0.5,37
ENSG00000087269,0.000000,0.009899,0.020487,0.010602,0.020487,0.004521,0.000001,0.483179,57.210,57.211,0.000,1,0.5,42
ENSG00000087274,0.000000,0.015632,0.036810,0.016006,0.036810,0.008216,0.000001,0.424660,43.122,43.149,0.000,1,0.5,41
ENSG00000087299,0.012749,0.006827,0.000000,0.005232,0.012749,0.003343,0.999999,0.410410,51.299,50.650,1.297,1,0.1274,32
ENSG00000087302,0.000000,0.003074,0.005895,0.003190,0.005895,0.001300,0.000001,0.521414,82.510,82.513,0.000,1,0.5,42
ENSG00000087365,0.000445,0.002665,0.005099,0.002869,0.005545,0.001225,0.080316,0.479926,84.126,84.114,0.024,1,0.4386,42
ENSG00000087460,0.000000,0.004300,0.010251,0.004469,0.010251,0.002260,0.000001,0.419425,70.713,70.728,0.000,1,0.5,42
ENSG00000087470,0.014397,0.006691,0.001505,0.004368,0.015902,0.003832,0.905387,0.282981,64.876,62.874,4.004,1,0.0227,42
ENSG00000087842,0.000000,0.053638,0.113053,0.054350,0.113053,0.025544,0.000001,0.474452,20.172,20.197,0.000,1,0.5,40
ENSG00000088038,0.000000,0.006142,0.012490,0.006280,0.012490,0.002753,0.000001,0.491773,66.760,66.772,0.000,1,0.5,42
ENSG00000088205,0.004522,0.002551,0.001269,0.001876,0.005791,0.001371,0.780817,0.338999,84.835,84.036,1.598,1,0.1031,42
ENSG00000088247,0.000000,0.002194,0.004945,0.002280,0.004945,0.001090,0.000001,0.443736,85.799,85.810,0.000,1,0.5,42
ENSG00000088325,0.000000,0.015465,0.036458,0.016704,0.036458,0.008247,0.000001,0.424182,42.950,42.952,0.000,1,0.5,40
ENSG00000088356,0.002052,0.034264,0.027793,0.035202,0.029845,0.012220,0.068754,1.145571,13.797,13.796,0.003,1,0.4778,13
ENSG00000088682,0.000000,0.014949,0.031713,0.016443,0.031713,0.007004,0.000001,0.471388,48.370,48.370,0.000,1,0.5,42
ENSG00000088832,0.036570,0.070970,0.123366,0.072601,0.159937,0.035470,0.228655,0.436259,15.290,15.157,0.265,1,0.3032,42
ENSG00000088833,0.000000,0.031155,0.059373,0.033763,0.059373,0.013113,0.000001,0.524729,35.520,35.520,0.000,1,0.5,42
ENSG00000088930,0.001685,0.002487,0.004216,0.002492,0.005901,0.001312,0.285561,0.409575,82.993,82.749,0.490,1,0.2421,42
ENSG00000088986,0.000000,0.014601,0.031136,0.016093,0.031136,0.006876,0.000001,0.468945,48.749,48.749,0.000,1,0.5,42
ENSG00000089006,0.005812,0.008740,0.014015,0.008681,0.019827,0.004412,0.293139,0.428135,58.161,57.953,0.414,1,0.2599,42
ENSG00000089009,0.000000,0.001709,0.003305,0.001811,0.003305,0.000729,0.000001,0.517196,94.604,94.604,0.000,1,0.5,42
ENSG00000089048,0.000000,0.011677,0.024645,0.012274,0.024645,0.005802,0.000001,0.473811,46.436,46.441,0.000,1,0.5,37
ENSG00000089050,0.017065,0.028024,0.037225,0.027245,0.054290,0.012275,0.314334,0.500841,36.585,36.474,0.222,1,0.3189,41
ENSG00000089053,0.014499,0.009684,0.007854,0.007917,0.022353,0.005442,0.648629,0.365799,49.431,48.241,2.380,1,0.06145,37
ENSG00000089063,0.013373,0.009345,0.000000,0.008054,0.013373,0.003841,0.999999,0.602254,40.333,39.715,1.237,1,0.1331,26
ENSG00000089154,0.002880,0.002018,0.002141,0.001713,0.005022,0.001141,0.573569,0.350728,86.916,85.873,2.086,1,0.07432,42
ENSG00000089157,0.000100,0.001940,0.003596,0.002103,0.003696,0.000816,0.026930,0.524848,92.439,92.438,0.002,1,0.4836,42
ENSG00000089177,0.000000,0.021102,0.014935,0.022314,0.014935,0.006109,0.000001,1.412911,17.943,17.943,0.000,1,0.5,13
ENSG00000089195,0.000000,0.009079,0.014654,0.009705,0.014654,0.003238,0.000001,0.619536,64.207,64.207,0.000,1,0.5,42
ENSG00000089220,0.001319,0.009597,0.021542,0.010676,0.022862,0.005049,0.057717,0.419513,55.082,55.072,0.021,1,0.4418,42
ENSG00000089234,0.021243,0.054126,0.000000,0.054636,0.021243,0.007916,0.999999,2.571986,16.573,16.243,0.661,1,0.2081,14
ENSG00000089248,0.009267,0.033719,0.053334,0.034844,0.062601,0.013853,0.148035,0.535591,34.459,34.439,0.040,1,0.4206,42
ENSG00000089280,0.000000,0.008154,0.016980,0.009030,0.016980,0.003751,0.000001,0.480200,61.185,61.185,0.000,1,0.5,42
ENSG00000089289,0.000000,0.012883,0.027279,0.013237,0.027279,0.006014,0.000001,0.472263,50.747,50.760,0.000,1,0.5,42
ENSG00000089597,0.000000,0.005076,0.011846,0.005516,0.011846,0.002614,0.000001,0.428508,68.392,68.392,0.000,1,0.5,42
ENSG00000089639,0.003626,0.009326,0.012935,0.009338,0.016562,0.003680,0.218944,0.555729,61.769,61.743,0.050,1,0.4113,42
ENSG00000089693,0.024722,0.020684,0.000000,0.017550,0.024722,0.009170,0.999999,0.709912,19.360,18.469,1.781,1,0.09102,16
ENSG00000089737,0.000000,0.003949,0.009915,0.004387,0.009915,0.002189,0.000001,0.398228,72.099,72.099,0.000,1,0.5,42
ENSG00000089820,0.036199,0.015454,0.000000,0.009675,0.036199,0.008932,0.999999,0.267286,46.281,45.154,2.254,1,0.06665,40
ENSG00000089902,0.000000,4.834813,0.095643,4.996977,0.095643,0.183363,0.000000,50.550382,8.202,10.827,0.000,1,0.5,10
ENSG00000090013,0.000000,0.016639,0.034739,0.018234,0.034739,0.007671,0.000001,0.478983,46.500,46.500,0.000,1,0.5,42
ENSG00000090054,0.004817,0.004431,0.004552,0.003907,0.009369,0.002135,0.514124,0.430224,73.959,73.595,0.727,1,0.1968,42
ENSG00000090060,0.000000,0.011181,0.026244,0.012670,0.026244,0.005943,0.000001,0.426034,49.642,49.642,0.000,1,0.5,40
ENSG00000090061,0.000000,0.006779,0.016855,0.007236,0.016855,0.003718,0.000001,0.402168,60.825,60.831,0.000,1,0.5,42
ENSG00000090263,0.012085,0.041193,0.000000,0.041309,0.012085,0.004909,0.999999,3.418103,17.203,16.879,0.648,1,0.2105,12
ENSG00000090273,0.000000,0.003298,0.006933,0.002932,0.006933,0.001524,0.000001,0.475698,73.844,74.515,0.000,1,0.5,42
ENSG00000090316,0.008440,0.040306,0.049012,0.042472,0.057452,0.017327,0.146911,0.699120,18.859,18.830,0.057,1,0.4059,23
ENSG00000090339,0.000000,0.015106,0.028493,0.016474,0.028493,0.006294,0.000001,0.530185,50.575,50.575,0.000,1,0.5,42
ENSG00000090372,0.016048,0.106477,0.044657,0.108383,0.060705,0.022182,0.264363,1.754971,12.095,12.091,0.008,1,0.4642,16
ENSG00000090447,0.000000,1.429600,0.035738,1.479513,0.035738,0.054952,0.000000,40.002712,14.746,16.292,0.000,1,0.5,12
ENSG00000090487,0.028736,0.048515,0.000000,0.045201,0.028736,0.011146,0.999999,1.572996,16.742,16.703,0.078,1,0.3899,15
ENSG00000090520,0.000000,0.037104,0.085105,0.040044,0.085105,0.018780,0.000001,0.435972,27.934,27.935,0.000,1,0.5,42
ENSG00000090615,0.000000,0.003586,0.006635,0.003650,0.006635,0.001462,0.000001,0.540445,79.827,79.836,0.000,1,0.5,42
ENSG00000090621,0.000000,0.016620,0.029083,0.017559,0.029083,0.006420,0.000001,0.571492,50.091,50.091,0.000,1,0.5,42
ENSG00000090686,0.005961,0.012083,0.019999,0.012282,0.025960,0.005760,0.229616,0.457787,52.564,52.457,0.214,1,0.3217,42
ENSG00000090861,0.000000,0.009708,0.021938,0.010220,0.021938,0.004838,0.000001,0.442535,55.458,55.463,0.000,1,0.5,42
ENSG00000090863,0.030685,0.014031,0.002309,0.008969,0.032993,0.008012,0.930029,0.278466,50.091,49.076,2.030,1,0.07709,42
ENSG00000090889,0.000000,0.023971,0.049886,0.023097,0.049887,0.012238,0.000001,0.480504,29.122,29.243,0.000,1,0.5,34
ENSG00000090989,0.003405,0.012438,0.026495,0.013599,0.029901,0.006688,0.113893,0.414525,48.343,48.298,0.092,1,0.3811,41
ENSG00000091009,0.003936,0.005142,0.008078,0.005035,0.012014,0.002678,0.327647,0.411998,68.478,68.180,0.595,1,0.2203,42
ENSG00000091039,0.005606,0.008883,0.012631,0.008705,0.018237,0.004116,0.307388,0.472759,58.392,58.241,0.303,1,0.2911,41
ENSG00000091127,0.000000,0.027289,0.021003,0.027665,0.021003,0.005603,0.000001,1.299266,38.331,38.331,0.000,1,0.5,29
ENSG00000091140,0.006833,0.009224,0.014070,0.009010,0.020903,0.004661,0.326882,0.425279,57.123,56.873,0.502,1,0.2394,42
ENSG00000091157,0.000000,0.006778,0.004485,0.007112,0.004485,0.002007,0.000001,1.511114,20.838,20.838,0.000,1,0.5,11
ENSG00000091164,0.000000,0.007904,0.016953,0.007641,0.016953,0.003732,0.000001,0.466243,58.956,59.073,0.000,1,0.5,42
ENSG00000091317,0.007104,0.028347,0.052210,0.030682,0.059313,0.014390,0.119769,0.476332,29.247,29.209,0.076,1,0.3912,35
ENSG00000091436,0.000000,0.037524,0.047366,0.034561,0.047366,0.012329,0.000001,0.792203,25.033,25.304,0.000,1,0.5,30
ENSG00000091483,0.000000,0.003135,0.007016,0.003300,0.007016,0.001547,0.000001,0.446780,78.851,78.856,0.000,1,0.5,42
ENSG00000091513,0.126507,0.115679,0.000000,0.104428,0.126508,0.042740,0.999999,0.825468,8.769,8.028,1.482,1,0.1117,19
ENSG00000091527,0.000000,0.037093,0.066646,0.036212,0.066646,0.014671,0.000001,0.556558,31.557,31.616,0.000,1,0.5,42
ENSG00000091542,0.009412,0.018045,0.015570,0.017633,0.024982,0.006490,0.376762,0.704997,38.693,38.611,0.164,1,0.3429,31
ENSG00000091651,0.000000,0.663669,0.029824,0.687895,0.029824,0.027324,0.000001,22.252852,12.701,12.702,0.000,1,0.5,12
ENSG00000091732,0.000000,0.016282,0.030394,0.017399,0.030394,0.006710,0.000001,0.535704,49.208,49.208,0.000,1,0.5,42
ENSG00000092010,0.000000,0.023428,0.045182,0.024657,0.045182,0.009969,0.000001,0.518526,40.925,40.926,0.000,1,0.5,42
ENSG00000092036,0.000000,0.154895,0.079745,0.153732,0.079745,0.030002,0.000001,1.942382,9.152,9.154,0.000,1,0.5,15
ENSG00000092094,0.005400,0.015897,0.035256,0.017495,0.040656,0.009461,0.132826,0.388513,38.951,38.875,0.151,1,0.3487,38
ENSG00000092098,0.000000,0.134805,0.072113,0.134064,0.072113,0.029305,0.000001,1.869361,8.329,8.331,0.000,1,0.5,13
ENSG00000092108,0.000000,0.003785,0.008277,0.004002,0.008277,0.001826,0.000001,0.457321,75.566,75.569,0.000,1,0.5,42
ENSG00000092148,0.000000,0.010429,0.020331,0.011584,0.020331,0.005005,0.000001,0.512970,46.015,46.015,0.000,1,0.5,34
ENSG00000092199,0.000000,0.002126,0.004030,0.002118,0.004030,0.000888,0.000001,0.527372,89.530,89.560,0.000,1,0.5,42
ENSG00000092201,0.000000,0.003615,0.008198,0.004018,0.008198,0.001810,0.000001,0.441005,76.100,76.100,0.000,1,0.5,42
ENSG00000092203,0.000000,0.059196,0.080545,0.051120,0.080545,0.028351,0.000001,0.734945,7.902,8.310,0.000,1,0.5,17
