person_id,TRIM13,CRKL,RB1,ISL2,MTF2,C19orf6,HIPK2,AKT2,ZNF79,ZFAND3,CCT4,SEMA4A,ZNF77,ETS2,TP53,NFE2L3,ZNF701,ZNF238,ZFP1,CBFA2T3,ZNF266,ZNF267,CNPY3,ZNF575,ZNF785,KDM2A,KLF3,MYC,KDM2B,ZSCAN21,ERBB2,ERBB3,ZNF688,ZMYM6,ZNF419,ZNF200,ZNF682,SP1,CREB5,ZNF551,CREB1,BAZ1A,RRN3,NR2C1,IGHMBP2,ZNF12,TFB1M,ZNF527,SETD2,SETD4,POU2AF1,PCGF3,ZNF132,AKT1,CCND1,LIMA1,CCND3,GTF2F2,ZNF845,GSK3B,RUNX2,ZNF174,ZKSCAN3,RUNX1,ZNF276,TIAL1,WHSC1,ZBTB22,ACTB,ZNF775,VPS72,MAZ,TAF15,COPS2,NFKBIA,ZNF219,GAPDH,GAB1,CIAO1,ARFGAP2,RBAK,ZBTB6,TANK,CHD1L,C16orf80,SOX13,AFF3,AFF1,LSR,ZNF768,PIK3R1,FOXJ1,FOXJ2,ZFP28,ZNF778,MIER3,HOXB7,ZFP161,ZNF580,PAX6,MANSC1,RHOC,RHOA,APTX,PAX8,ZNF613,ZNF683,ESR2,ETV4,IRF5,HLX,ZNF619,LRRC14,ZNF426,ZNF573,EIF4EBP1,PRDM2,ZSCAN16,ATXN2,BTBD3,ZNF239,SPHK2,ZNF491,RPS6,RCOR1,PTK2,REL,IKZF5,IKZF4,TRIM56,RAF1,IKZF3,STAT3,HIC1,STAT1,NR2F6,RPS6KB1,ZNF691,MAPK1,SAP30BP,ZNF433,ELL2,DIDO1,BTF3,SRC,KLHL12,CECR6,FOXD2,TBX19,COL5A2,ENO1,MTOR,ZNF579,NFKB1,PSIP1,SYNE2,EP300,RELA,UHRF2,TARDBP,CTNNB1,MYB,ZNF497,SGK1,ZNF529,ESR1,IRS1,PREB,KEAP1,CDK2,AATF,HOXA2,GATAD2B,TUB,HIVEP1,CDKN2B,NCKAP1L,PHF11,ZNF558,ZNF318,ZNF319,ZNF253,ERCC3,FOXO3,PLCG2,MAP2K1,CORO1A,GTF2A1,GTF2A2,ELF1,ZMYND8,ZNF16,ELF2,SOX4,ZNF498,ZFP36L1,SIM2,ZNF17,GFI1B,BLZF1,NPAS1,EOMES,GZF1,ZAP70,MED16,MED17,NACC2,ZNF415,ZSCAN2,TRIM26,MTA2,MPND,USE1,ZNF7,RUFY3,PRKCB,TFCP2L1,FBN1,E4F1,ATG4B,PRKCZ,PBX2,FOXN2,NFIC,ARID3B,AIRE,ZNF154,BNC2,IRF4,PDK1,PURA,WDR60,MBD1,EGR3,ATF5,ABCC5,NFIX,TRIM34,MRPS15,SP100
NA18852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA18853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA18855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA18856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA18858,-0.3102688149,-0.0087318609,-0.11032445378,0.1590574293,-0.00134662396,-0.1877656093,0.0940399612,-0.025256763,-1.061974046,0.0810165767,0.0,0.766676347,0.0,0.061131501794,0.0961771489,-0.4760933717,-0.0854764907,0.02362171,-0.380190067695,-0.1086307895,0.0,-0.045113142,0.048838263,0.0310522112,-0.033647731,0.0,-0.3718416637,-0.051818564424,0.0941768362,-0.106510386,0.0,0.146760512,0.0,0.0,-0.145020454237,-0.0363184871,-0.02663320795,0.046766237,-0.393914647,-0.0040313339,-0.045391472,-0.0212064689,0.1056033104,0.027886772,0.0,-0.092255164,-0.190039241,0.027519586,-0.04886148394,-0.158053427848,-0.01411609718,-0.32939798692,-1.1459945728,-0.07757780728,0.4089826039,0.3826135701,0.046889013,-0.7367862925,0.008822081,-0.1143518099,-0.28933628492,0.229621819,0.418445384245,0.012689852,0.25187476572,-0.0371360065,-0.008026808,0.2838022075,-0.021050105,0.065706144,0.0,-0.033212415,0.007141478,-0.001034508,0.07236005429,-0.0004971034,-0.2338853024,-0.12357094,-0.81455826,-0.043743967,-0.02766926186,-0.0414469237,-0.027395513,-0.08124381029,0.0,-0.322618089,-0.1122128601,0.01276938,0.5447927834,-0.283812497542,-0.26537427406,0.1642761275,0.040713187272,1.04637276112,0.02908746,0.0354609642,-0.16513514,-0.21312398,0.0648191241,-0.20315698,-0.095595324,0.1254645231,0.07915592,-0.23126946297,-0.8230810381,0.7270890528,-0.11437884,-1.0896487373,-0.013033186,0.0600024621,-0.048726244,-0.156356028,-0.325010927,0.0712877941,-0.08136182,0.07499789496,-0.0742329134,0.16757899847,0.3255775887,-0.007578596,0.5071916247,0.017565806,-0.0652593503,0.022142657,0.50699451688,0.0281356739,0.0694751166,-0.071552522,-0.0075506906,-0.4144199237,-0.00222713822,0.0245119836,0.0029580082,0.029825787,0.018442661,-0.03233116424,0.038232416,-0.0276668541,-0.0797803813,0.0,-0.01690592,-0.0049850288,-0.079804448,-0.0108124779,0.03988169,-0.022849946,-1.1060183427,-0.003500085,-0.18068765,-0.0023078109,-0.122168868,0.12746538214,0.2126712134,-0.09760895002,0.1143457054,-0.0525203212,-0.126145456,-0.00782416611,0.0,-0.021100139,0.2511392369,0.000278425,0.37517894231,0.031664979,0.0845878117,-0.269763318,0.092720852612,0.018796662,0.193890048,-0.03087288932,-0.016583096,1.15526629994,-0.0323483146,-0.0639239354,-0.108152684,0.6236137,0.0331656791,-0.005448016,0.2766157532,-0.018357023,0.3517515028,0.2998283175,-0.060432292,0.091237567,0.0931679506,-0.0096811418,0.056701591,0.0532599983,-0.237554132,0.0695812038,0.0,0.2023287697,-0.00600247942,-0.04265597,0.07204075351,-0.204396067,-0.05774977,-0.069141278,0.0671381676,-0.2052049049,-0.03299493,0.071419085,-0.08699498062,0.05260015,0.0297469815,0.3245976033,-0.12583704937,-0.332786617,-0.350145403,0.0057950315,0.0310089176,0.42994363312,-0.0417860985,0.0,0.107645387,0.19216717,0.1401256051,-0.1602076072,0.0817231921,-0.0188411993,-0.296495189,-0.4014358412,0.1126680001,-0.0018574708,-0.1331908779,0.0172225408,-0.1276508742,-0.05556070963,-0.0562607021,-0.97423097786,-0.025901143,0.1104695068,-0.001173642,0.002243176,0.1202491786,-0.3877567451,-0.0554191478,0.017296814,0.01742637588,-0.017657985
NA18861,-0.1025490864,0.0472165247,-0.12887578478,-0.0366936912019,0.10263928704,-0.2002640587,0.1322254195,0.053742366,-0.529406044,0.0868217545,0.0,-0.363813904,0.089644175,-0.007254851406,0.0355098839,-0.039076526,-0.1322860082,0.0549402902,-0.020288489695,-0.0496056569,1.01061051,-0.045113142,0.054487176,0.6490875202,-0.033647731,0.0025261712,-0.3330666503,-0.019006136212,0.0990392038,-0.212875519,0.0,0.500069191,0.069111379,0.019782414,-0.25392804447,-0.2518972051,0.0094453511,0.046766237,-0.64641257,0.0879794594,-0.0022263387,-0.0005108555,0.1042268386,0.030977642,-0.098974768,-0.136908724,-0.362939441,0.169600084,0.04246580776,-0.470128945248,-6.303359e-05,-1.19516161522,-0.939352051,-0.11446218328,0.4109617672,0.3844453682,-0.000737486,-0.6578240976,0.226589428,-0.0629630692,-0.16614723232,0.24617374,0.423470440245,-0.005370349,0.18571935076,-0.043718938,0.017062058,0.1938441582,-0.008848618,0.189872519,-0.009005092,0.0,-0.022381014,0.0,0.1093252354,-0.1201822313,-0.480944066,-0.08481461,-0.55465332,0.018856056,0.4543413145,-0.0409391302,-0.0411883711,0.08796293362,0.0,-0.356956994,-0.5541071008,0.01276938,0.504554954,-0.318270036242,-0.1288504782,0.1598763416,0.041641549072,0.97523673382,0.124902396,0.0354609642,-0.131226286,-0.2404129825,0.20266629036,-0.414540306,-0.151864646,0.0391076928,0.03339162,-0.33766571397,-0.6485124072,0.7233176697,-0.077557779,-0.8741474134,-0.013033186,0.3467574616,-0.095257981,-0.04493937072,-0.274782494,0.0272356052,-0.04068091,-0.03713613502,-0.2425300918,0.24168179447,0.3051510507,-0.113329568,0.5139693122,0.050683796,-0.2295018941,0.01182708,-0.030230935,-0.051858052,0.0056013623,-0.041712513,-0.1952842843,-0.3964408958,0.04926526778,-0.1000063392,-0.0287371709,0.048635341,0.016004863,-0.47682385978,0.03073212,-0.1496446782,-0.0851508501,0.0,-0.01690592,-0.0534278783,0.1088499356,-0.0049975544,0.0,0.06903301104,-0.1152481774,-0.003500085,0.0495049,-0.0677179356,-0.145189959,0.04342442214,0.26065514947,-0.05927563452,0.1322287413,-0.02069336408,-0.104302112,0.0,0.008974523,-0.042200278,0.1847585513,-0.005317936,0.35930540631,0.333093623,-0.0638730427,-0.29344537806,0.476846843064,-0.088536825,0.25157723,-0.01136799672,-0.0432343371,0.5820626609,-0.0195503486,-0.05829294295,-0.15926849,0.45298459,-0.0537955986,0.3260786802,0.4232827569,0.0070755614,0.4967462848,0.2803270011,0.468809542,0.03871362738,0.20367918,0.1462328764,0.1134114809,0.0978774834,-0.237554132,0.1263517919,0.0,0.1968439625,-0.00600247942,-0.02771271001,0.1243289326,-0.235948069,-0.168125245,-0.092800569,-0.0020683613,-0.16713577691,-0.0207833038,0.068154618,-0.19190273524,0.045493936,0.5082588297,0.146106223,-0.0170132274,0.0643099333,-0.184994833,0.00287210875,0.0270117068,0.33085282056,-0.023605854,0.0,0.215290774,1.015327067,0.2622613776,-0.3338683744,0.0209870567,-0.0582670477,-0.354543688,-0.5494555467,0.0885592571,-0.0061970183,-0.1371298033,0.0436388268,0.0055365053,-0.00136028763,-0.1432734856,-0.31179828372,0.020637504,-0.4924109646,0.007498249,0.019018662,0.20226668,-0.3677705238,0.0423482912,0.008648407,0.01024836376,-0.0137195898
NA18862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA18870,-0.0292720978,0.0110924792,-0.07654286478,0.1267817533,0.09353982404,-0.0388326253,0.1845576249,0.061289642,-0.540598168,0.0994968978,0.2090540522,-0.019230376,-0.003318199,0.095804490594,0.1683393119,-0.482196575,-0.3846501389,0.0035343597,-0.184917267695,0.0283209993,0.75629067,-0.045113142,0.071483821,0.4058291126,-0.033647731,0.0,-0.1784292632,-0.093771360212,-0.1091885959,-0.049958026,0.0,0.084404422,0.0,0.019782414,-0.10250874214,-0.1874890702,0.0183216711,0.016189841,-0.608694773,0.0551897129,-0.0141876708,-0.0501342166,0.134080031,0.027886772,-0.057880354,-0.117908304,-0.30456105,0.112319628,0.04139040506,-0.355692128274,-0.02837717,-0.74685883552,-0.3753110449,-0.06030474466,0.4352503243,0.1939864627,-0.06884953,-0.6851041472,0.021990924,-0.0254144954,-0.07328333944,0.30498792,-0.0179330526977,-0.011715275,0.422714885059,-0.0431250446,0.015847813,0.2494402918,0.060177978,0.237412643,-0.009005092,0.002485452,-0.00439586,0.0,0.10246038989,-0.1234253283,-0.3585952766,-0.1389237,-0.221911833,-0.029955558,0.26392507414,0.001015587,-0.0310144286,0.05129967091,0.0,-0.216326297,-0.1746413117,0.0,0.530938452,-0.248489999042,-0.32885609765,0.1704592847,0.040408722636,0.89951576792,0.06758419,0.0177304821,-0.173422915,-0.080344801,0.0747777602,0.008226346,0.0,0.0153009122,0.03339162,-0.41598757397,0.0600831266,0.7233176697,-0.236780839,-0.4786238579,-0.021573903,1.0938021204,-0.079949153,-0.157843403,-0.303656905,0.0084604591,-0.08136182,0.04171800498,-0.073624613,0.25724237464,0.2732336164,-0.033244895,0.5440391769,-0.066857409,-0.0099619646,0.038820724,0.070922075,-0.104829347,0.0665547117,-0.060508131,-0.0814159526,-0.3867547851,-0.05202597022,0.0699430598,-0.1144325447,-0.013140771,0.018442661,-0.56784306758,0.03073212,0.0023052604,-0.0940038578,-0.022945571,-0.03381184,-0.0652040721,-0.27791769,0.0,0.0,-0.222257014,-0.5956563276,-0.003500085,-0.46246428,-0.0534722942,-0.098810211,0.03711191514,0.280222247435,-0.01697209852,0.0853064023,-0.12393748459,-0.117924021,0.01468714778,0.008974523,-0.001770641,0.226181627,0.022453746,0.46282445782,-0.208074502,0.0340733869,-0.096230422,0.092193543664,-0.261745269,0.145321489,-0.03087288932,0.0965086091,1.084937919,-0.0195503486,-0.070116923,-0.140554782,0.73934142,-0.019124775,0.3912334336,0.0520914954,-0.0028768911,0.4982945207,0.2122169787,0.004676517,0.00296330676,0.2210182362,0.2368624606,-0.0057875981,0.0534194349,0.084597996,0.0328049425,0.0,0.2103850852,-0.10137486942,-0.02002536001,0.1872117312,-0.132562347,0.014396717,0.012083443,0.1110523717,-0.1212005182,-0.1977760511,0.097973533,-0.20220179524,0.242701676,0.0121946495,0.1170055993,-0.048547237,0.1212462241,-0.433457935,-0.2534129945,0.0182043697,0.16096349312,-0.0911961484,0.0,0.107645387,1.038274179,0.0278661268,-0.1404733434,0.10528604126,0.1283947009,-0.299284096,-0.5680852697,0.0017988928,0.0042512803,-0.1820470362,0.0311877205,0.0040818426,0.08975930637,-0.0458168618,-1.12039123115,0.012635605,-0.0844049553,0.017343782,0.019018662,0.1432912799,-0.5668021861,-0.044023152,0.017296814,0.00868824688,0.001505107
NA18871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA18912,-0.0551886083,-0.0117305938,-0.19006513078,0.4502759831,0.2106227534,-0.168850747,0.1651963374,0.069278205,-0.596700983,0.0916769895,0.0880463748,0.406502534,-0.003318199,0.140740771594,0.1907846349,-0.359781847,0.0966017413,-0.0002093836,-0.2141338366,-0.2264700412,0.0,-0.045113142,0.039642203,-0.286521223,-0.035992028,0.0012630856,-0.3065345914,-0.040635883424,-0.0064560128,-0.147573994,0.0,0.132694863,-0.042099267,0.0,-0.298456588677,-0.175175626,0.0020926251,0.0,-0.423458004,-0.0016270774,0.0611523066,-0.072867286,-0.1888873271,0.010023,-0.080388403,-0.157339444,-0.281762858,0.13391794,-0.01872326584,-0.317461562958,-0.05853701918,-0.6059575234,-1.0505653352,0.13543475872,0.4431513526,0.4520138463,0.044213784,-0.6562744024,0.18052788,-0.0875444636,-0.23482874832,0.331854926,0.162188984182,-0.02343055,0.379511083679,-0.0413578268,0.007821005,-0.0074823279,-0.027261886,0.065706144,0.0,0.0,-0.022381014,0.0,0.03868366759,-0.1027361815,-0.7255676677,-0.17103569,-0.206610797,-0.059392673,-0.20164993586,0.001015587,0.0016962393,0.33439695201,0.0,-0.369294369,-0.6010310152,0.0,0.5997028712,-0.382680421242,-0.3211673277,0.2001327964,0.335239654872,0.58665883811,-0.014575213,0.0354609642,-0.024729292,0.024141417,0.0861927873,-0.20315698,-0.095595324,-0.0051466713,0.03339162,-0.29544664978,-0.2428205218,0.7233176697,-0.1440076003,-1.0880912763,0.00072315951,0.6983345942,-0.059023306,-0.146451773,-0.098271886,0.0761549435,0.0,0.00176816998,-0.0174758918,0.1700196111,0.2354365858,-0.079769349,0.380378316,0.072928905,-0.0927248024,0.079128876,0.0795393411,-0.0243462661,0.0097994563,-0.004163213,-0.024406811147,-0.4133407814,0.17282739878,-0.0077273334,-0.0456603628,-0.010073491,0.036885322,0.07569666626,-0.042862456,-0.0965211191,-0.1307058046,0.0,-0.03381184,0.0163156519,-0.2870693556,-0.0100875706,0.03988169,-0.012201282,0.0142301478,0.0,-0.23201372,-0.3726240509,-0.167241629,0.12746538214,-0.04015882553,-0.04780033852,0.2176409003,-0.1572896448,-0.081175581,-0.00782416611,0.017949046,-0.021100139,0.1755319564,-0.021727154,0.45678200631,-0.245502415,0.0990579046,0.127733997,0.110389230632,-0.192375175,0.113600766,0.00442699828,-0.0476458876,0.65618731194,-0.0323483146,-0.22889331015,-0.092647735,0.29874011,0.0574707203,0.0631329646,0.3915542284,0.0004330259,0.4943481217,0.3817450293,0.231155026,-0.03556142224,0.2729448976,0.0228246104,-0.0556375359,0.0977180468,-0.08695663,0.0328049425,0.0,0.1818830666,-0.01118904942,-0.04481706001,-0.1020043764,-0.060962618,-0.260097648,-0.050234133,0.0639425779,-0.2824157072,-0.1185683833,0.063884228,-0.07681675024,0.049047043,-0.0439625727,0.1808356227,-0.13694883254,0.0060858208,-0.245163472,-0.1610543085,-0.035960198,0.60991878056,-0.0516538562,0.020652905,0.178656008,0.259531369,0.0083889891,-0.3379307765,0.06298094552,0.0838648979,-0.251782185,-0.4873119882,0.1801420146,0.0019227601,-0.1098496076,0.0178964894,-0.1471335964,0.12769895337,-0.0182991634,-0.509618727,0.012635605,-0.5349485386,0.008671891,0.025051493,0.1447130808,-0.3536951188,-0.090095794,0.017296814,0.0,0.0090866171
NA18913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
